key,item,english,translation,notes
security_group_garage_doors_subtitle,,Garage door covers,Poklopci za garažna vrata,
security_group_covers,,Covers,Navlake,
security_group_covers_subtitle,,"Blinds, shutters, and gates","Roletne, kapci i kapije",
security_group_locks,,Locks,Brave,
security_group_locks_subtitle,,Door and gate locks,Brave za vrata i kapije,
security_group_motion,,Motion,Prijedlog,
security_group_motion_subtitle,,Motion detection,Detekcija pokreta,
security_group_presence,,Presence,Prisutnost,
security_group_presence_subtitle,,Occupancy sensors,Senzori zauzetosti,
security_group_fire,,Fire and temperature,Vatra i temperatura,
security_group_fire_subtitle,,"Fire, heat, cold, and safety alarms","Alarmi za požar, toplinu, hladnoću i sigurnosni alarmi",
security_group_smoke,,Smoke,Dim,
security_group_smoke_subtitle,,Smoke detectors,Detektori dima,
security_group_gas,,Gas,Plin,
security_group_gas_subtitle,,Combustible gas sensors,Senzori zapaljivih plinova,
security_group_co2,,CO / CO₂,CO / CO₂,
security_group_co2_subtitle,,Carbon monoxide and carbon dioxide sensors,Senzori ugljičnog monoksida i ugljičnog dioksida,
security_group_moisture,,Leaks,Curenje,
security_group_moisture_subtitle,,Moisture and water leaks,Vlaga i curenje vode,
security_group_sound,,Sound,Zvuk,
security_group_sound_subtitle,,Sound and glass-break sensors,Senzori zvuka i loma stakla,
security_group_light,,Light detection,Detekcija svjetla,
security_group_light_subtitle,,Light and beam sensors,Senzori svjetla i snopa,
security_group_alarms,,Alarm systems,Alarmni sustavi,
security_group_alarms_subtitle,,Alarm control panels,Alarmne centrale,
security_group_cameras,,Cameras,Fotoaparati,
security_group_cameras_subtitle,,Camera feeds,Sažeci kamere,
security_no_search_active,,No search active · %1$s,Nema aktivnog pretraživanja · %1$s,app fills in %1$s — keep them
security_status_alert,,Security alert,Sigurnosno upozorenje,
security_status_alarm_pending,,Alarm pending,Alarm na čekanju,
security_status_changing_alarm,,Changing alarm mode,Promjena načina alarma,
security_status_needs_attention,,Needs attention,Treba pozornost,
security_status_motion,,Motion detected,Otkriveno kretanje,
security_status_sensor_activity,,Sensor activity,Aktivnost senzora,
security_status_alarm_unavailable,,Alarm unavailable,Alarm nedostupan,
security_status_devices_unavailable,,Devices unavailable,Uređaji nedostupni,
security_status_cameras_offline,,Cameras offline,Kamere izvan mreže,
security_status_all_secure,,All secure,Sve sigurno,
security_status_alarm_disarmed,,Alarm disarmed,Alarm deaktiviran,
security_status_all_clear,,All clear,Sve jasno,
security_status_no_data,,No security data,Nema sigurnosnih podataka,
security_metric_openings,,Openings,Otvori,
security_metric_locked,,Locked,Zaključan,
security_metric_cameras_online,,Cameras online,Kamere online,
security_card_title,,Security card,Sigurnosna kartica,
security_card_subtitle,,"Name, layout, and card appearance","Naziv, izgled i izgled kartice",
security_stat_total,,Total,Ukupno,
security_stat_active,,Active,Aktivan,
security_stat_clear,,Clear,Jasan,
security_cover_open,,Open,Otvoriti,
security_cover_stop,,Stop,Stop,
security_cover_close,,Close,Zatvoriti,
security_restore,,Restore,Vratiti,
security_empty,,This is an empty security view. Swipe down on the header and open Security settings to add entities manually.,Ovo je prazan sigurnosni prikaz. Prijeđite prstom prema dolje na zaglavlju i otvorite Sigurnosne postavke za ručno dodavanje entiteta.,
connection_stopping_for_restart,,Stopping for restart…,Zaustavljanje za ponovno pokretanje…,
connection_starting,,Home Assistant is starting…,Home Assistant počinje…,don't translate Home Assistant
connection_restoring_dashboard,,Restoring your dashboard…,Vraćanje nadzorne ploče…,
connection_restarting,,Home Assistant is restarting…,Home Assistant se ponovno pokreće…,don't translate Home Assistant
connection_auto_generating,,Auto-generating rooms and widgets…,Automatsko generiranje soba i widgeta…,
connection_reconnecting,,Reconnecting to Home Assistant…,Ponovno povezivanje s Home Assistant…,don't translate Home Assistant
connection_unavailable_retrying,,Unavailable · Retrying…,Nedostupno · Ponovni pokušaj…,
connection_paused,,Connection paused,Veza je pauzirana,
connection_connected,,Connected,Povezan,
connection_server_not_found,,Server address could not be found,Adresa poslužitelja nije pronađena,
connection_timed_out,,Connection timed out,Veza je istekla,
connection_no_route,,No network route to Home Assistant,Nema mrežne rute do Home Assistant,don't translate Home Assistant
connection_could_not_connect,,Could not connect to Home Assistant,Nije moguće povezati se s Home Assistant,don't translate Home Assistant
connection_secure_failed,,Secure connection failed,Sigurna veza nije uspjela,
connection_session_expired_refreshing,,Session expired · Refreshing login…,Sesija je istekla · Osvježavanje prijave…,
connection_interrupted,,Connection was interrupted,Veza je prekinuta,
connection_error_title,,Connection error,Pogreška veze,
connection_all_systems_normal,,All systems normal,Svi sustavi normalni,
action_undo,,Undo,Poništi,
action_redo,,Redo,Ponovi,
connection_route_local,,Local,Lokalni,
connection_route_nabu_casa,,Nabu Casa,Nabu Casa,don't translate Nabu Casa
connection_route_external,,External,Vanjski,
settings_connection_via,,Connected via %1$s,Povezan putem %1$s,app fills in %1$s — keep them
settings_connection_unknown,,Unknown,Nepoznato,
settings_connection_connecting,,Connecting…,Povezivanje…,
settings_this_home,,this home,ovaj dom,
settings_local_network_allowed,,Allowed,Dopušteno,
settings_local_network_not_allowed,,Not allowed — Home Assistant cannot be reached directly on your Wi-Fi,Nije dopušteno — Home Assistant nije moguće izravno pristupiti putem vaše Wi-Fi mreže,don't translate Home Assistant
settings_current_wifi,,Current Wi-Fi,Trenutačni Wi-Fi,
settings_wifi_unavailable,,Not connected or location permission is missing,Nije povezano ili nedostaje dopuštenje za lokaciju,
settings_just_now,,just now,upravo sada,
settings_primary_app_language,,Primary application language,Primarni jezik aplikacije,
settings_android_build_configuration,,Android resources and build configuration,Android resursi i konfiguracija međugradnje,
page_settings_default_title,,Page settings,Postavke stranice,
page_settings_choose_area,,Choose an area to configure,Odaberite područje za konfiguraciju,
page_settings_focused_options,,Focused options for this page area,Fokusirane opcije za ovo područje stranice,
page_settings_header_description,,Wallpaper and custom header color,Pozadina i prilagođena boja zaglavlja,
page_settings_custom_page_description,,"Name, subtitle, and navigation icon","Naziv, podnaslov i ikona za navigaciju",
page_settings_badge_bar,,Badge bar,Traka značke,
page_settings_badge_description,,"Visibility, alignment, and display options","Mogućnosti vidljivosti, poravnanja i prikaza",
page_settings_persons,,Persons,Osobe,
page_settings_persons_description,,Visibility and ordering,Vidljivost i redoslijed,
page_settings_configure,,Configure,Konfigurirati,
room_config_title,,Room configuration,Konfiguracija sobe,
header_pill_left,,Left header pill,Pilula lijevog zaglavlja,
header_pill_right,,Right header pill,Pilula desnog zaglavlja,
alignment_split,,Split,Split,
alignment_center,,Center,Centar,
weather_cloudy,,Cloudy,Oblačno,
home_default_markdown_content,,# Markdown\nOpen this widget's settings in **edit mode** to write your own content.,# Markdown\nOtvorite postavke ovog widgeta u **načinu uređivanja** da biste napisali vlastiti sadržaj.,\n = line break
home_settings_title,,Home settings,Početne postavke,
custom_page_settings_title,,%1$s settings,%1$s postavke,app fills in %1$s — keep them
home_empty,,This is the homepage. Add widgets by swiping down on the header and enabling edit mode.,Ovo je početna stranica. Dodajte widgete povlačenjem prema dolje na zaglavlju i omogućavanjem načina uređivanja.,
custom_page_empty,,This page is empty. Add widgets by swiping down on the header and enabling edit mode.,Ova stranica je prazna. Dodajte widgete povlačenjem prema dolje na zaglavlju i omogućavanjem načina uređivanja.,
select_camera_title,,Select camera,Odaberite kameru,
select_entity_title,,Select entity,Odaberite entitet,
custom_camera_default_name,,Custom camera,Prilagođena kamera,
rooms_settings_title,,Rooms settings,Postavke soba,
rooms_empty,,The rooms view is empty. Swipe down on the header and enable edit mode to add floors and rooms.,Pogled iz soba je prazan. Prijeđite prstom prema dolje na zaglavlju i omogućite način uređivanja za dodavanje katova i soba.,
floor_expand,,Expand floor,Proširi pod,
floor_collapse,,Collapse floor,Sruši kat,
floor_settings_title,,Floor,Kat,
floor_settings_subtitle,,"Identity, layout, and card style","Identitet, izgled i stil kartice",
universal_effects,,Effects,Efekti,
universal_open_door,,Open door,Otvorena vrata,
universal_vacuum_dock,,Dock,Pristanište,
universal_start,,Start,Start,
universal_pause,,Pause,Pauza,
universal_stop,,Stop,Stop,
universal_locate,,Locate,Pronaći,
universal_room_number,,Room %1$d,Soba %1$d,app fills in %1$d — keep them
core_optional_display_name,,Optional display name override,Izborno nadjačavanje imena za prikaz,
core_media_paused_track,,Paused: %1$s,Pauzirano: %1$s,app fills in %1$s — keep them
core_percent_value,,%1$d percent,%1$d posto,app fills in %1$d — keep them
core_current_humidity,,Current humidity,Trenutna vlažnost,
core_tank_water_level,,Tank / water level,Spremnik / razina vode,
core_pm25,,PM2.5,"PM2,5",
core_error_code,,Error code,Šifra greške,
core_bucket_full,,Bucket full,Kanta puna,
core_clean_filter,,Clean filter,Očistite filter,
core_ionizer,,Ionizer,Ionizator,
core_pump,,Pump,Pumpa,
core_beep_on_command,,Beep on command,Zvučni signal na naredbu,
core_dawn,,Dawn,Zora,
core_solar_noon,,Solar noon,Sunčano podne,
core_dusk,,Dusk,Sumrak,
core_icon_category_common,,Common,Uobičajeno,
core_icon_category_home,,Home,Dom,
core_icon_category_weather,,Weather,Vrijeme,
core_icon_category_lock,,Lock,brava,
core_icon_category_people,,People,Ljudi,
core_icon_category_auto,,Automotive,Automobilizam,
core_icon_category_music,,Music,Glazba,
core_icon_category_battery,,Battery,Baterija,
core_icon_category_nature,,Nature,Priroda,
core_icon_category_places,,Places,Mjesta,
core_icon_category_food,,Food,Hrana,
core_icon_category_navigation,,Navigation,Navigacija,
core_icon_category_devices,,Devices,Uređaji,
core_icon_category_map,,Map,Karta,
core_icon_category_media,,Media,Mediji,
core_icon_category_communication,,Communication,Komunikacija,
core_icon_category_health,,Health,Zdravlje,
core_icon_category_vehicles,,Vehicles,Vozila,
core_icon_category_buildings,,Buildings,Građevine,
core_icon_category_electrical,,Electrical,Električni,
core_icon_category_sport,,Sport,Sport,
core_icon_category_objects,,Objects,Predmeti,
core_icon_category_commerce,,Commerce,trgovina,
core_icon_category_games,,Games,Igre,
core_icon_category_finance,,Finance,Financije,
background_notification_channel_general,,General,General,
background_location_channel_name,,Location sharing,Dijeljenje lokacije,
background_location_channel_description,,Keeps your device location up to date in Home Assistant,Održava lokaciju vašeg uređaja ažurnom u Home Assistant,don't translate Home Assistant
background_location_notification_title,,Home Assistant location sharing,Home Assistant dijeljenje lokacije,don't translate Home Assistant
background_location_notification_text,,Sharing your location with Home Assistant,Dijeljenje vaše lokacije s Home Assistant,don't translate Home Assistant
background_push_channel_name,,Notification connection,Veza s obavijestima,
background_push_channel_description,,Keeps a background connection to Home Assistant for instant notifications,Održava pozadinsku vezu s Home Assistant za trenutne obavijesti,don't translate Home Assistant
background_push_notification_title,,Connected to Home Assistant,Povezan na Home Assistant,don't translate Home Assistant
background_push_notification_text,,Waiting for notifications,Čekam obavijesti,
background_push_hide_action,,Hide this notification,Sakrij ovu obavijest,
button_style_centered,,Centered,Centrirano,
button_elements,,Elements,Elementi,
button_elements_description,,What appears on this button. Hide the name and state for an icon on its own.,Što se pojavljuje na ovom gumbu. Sakriti naziv i stanje za ikonu samostalno.,
stack_elements_title,,Elements on every button in this stack,Elementi na svakom gumbu u ovom nizu,
stack_elements_description,,"These apply to the whole stack, not to one button. Turning something off here hides it on every button in the stack; leaving it on lets each button decide for itself in its own settings.","Ovo se odnosi na cijeli niz, a ne na jedan gumb. Isključivanjem nečega ovdje to se skriva na svakom gumbu u hrpi; ostavljajući ga uključenim dopušta svakom gumbu da sam odlučuje u svojim postavkama.",
button_element_icon,,Icon,Ikona,
button_element_name,,Name,Ime,
button_element_state,,State,Stanje,
stack_show_title,,Show name,Prikaži naziv,
stack_show_title_description,,Turn off for a stack with no heading at all.,Isključite za hrpu bez naslova.,
stack_show_icon,,Show icon,Prikaži ikonu,
stack_show_icon_description,,The icon beside the heading.,Ikona pored naslova.,
stack_center_title,,Center the heading,Centrirajte naslov,
stack_center_title_description,,Puts the icon and name in the middle instead of against the left edge.,Stavlja ikonu i naziv u sredinu umjesto uz lijevi rub.,
cr_state_on,,On,Na,
cr_state_off,,Off,Isključeno,
cr_open,,Open,Otvoriti,
cr_close,,Close,Zatvoriti,
cr_stop,,Stop,Stop,
cr_closed,,Closed,Zatvoreno,
cr_opening,,Opening,Otvor,
cr_closing,,Closing,Zatvaranje,
cr_locked,,Locked,Zaključan,
cr_unlocked,,Unlocked,Otključan,
cr_unavailable,,Unavailable,Nedostupan,
cr_unknown,,Unknown,Nepoznato,
cr_idle,,Idle,besposlen,
cr_home,,Home,Dom,
cr_away,,Away,Daleko,
cr_cleaning,,Cleaning,Čišćenje,
cr_returning,,Returning,Vraćajući se,
cr_paused,,Paused,Pauzirano,
cr_error,,Error,Greška,
cr_playing,,Playing,Igranje,
cr_buffering,,Buffering,Spremanje u međuspremnik,
cr_standby,,Standby,Stanje pripravnosti,
cr_humidifying,,Humidifying,Ovlaživanje,
cr_drying,,Drying,Sušenje,
cr_detected,,Detected,Otkriveno,
cr_clear,,Clear,Jasan,
cr_problem,,Problem,Problem,
cr_ok,,OK,U REDU,
cr_low,,Low,Niska,
cr_normal,,Normal,Normalan,
cr_connected,,Connected,Povezan,
cr_disconnected,,Disconnected,Isključeno,
cr_plugged_in,,Plugged in,Uključeno u struju,
cr_unplugged,,Unplugged,Isključeno,
cr_wet,,Wet,Mokro,
cr_dry,,Dry,Suha,
cr_none,,None,Nijedan,
cr_any,,Any,Bilo koje,
cr_remove,,Remove,Ukloniti,
cr_restore,,Restore,Vratiti,
cr_general,,General,General,
cr_identity,,Identity,Identitet,
cr_appearance,,Appearance,Izgled,
cr_layout,,Layout,Izgled,
cr_behavior,,Behavior,Ponašanje,
cr_profiles,,Profiles,Profili,
cr_playback,,Playback,Reprodukcija,
cr_content,,Content,Sadržaj,
cr_actions,,Actions,Radnje,
cr_protection,,Protection,Zaštita,
cr_power,,Power,Vlast,
cr_brightness,,Brightness,Svjetlina,
cr_temperature,,Temperature,Temperatura,
cr_color,,Color,Boja,
cr_min,,Min,Min,
cr_avg,,Avg,Prosj,
cr_max,,Max,Maks,
cr_now,,Now,Sada,
cr_lowest,,Lowest,Najniža,
cr_average,,Average,Prosjek,
cr_highest,,Highest,Najviša,
cr_live,,Live,Živjeti,
cr_once,,Once,Jednom,
cr_daily,,Daily,Dnevno,
cr_weekly,,Weekly,Tjedni,
cr_monthly,,Monthly,Mjesečno,
cr_yearly,,Yearly,Godišnje,
cr_action_tap,,Tap,Dodirnite,
cr_action_double_tap,,Double tap,Dodirnite dvaput,
cr_action_hold,,Hold,Stani,
cr_mode,,Mode,Način rada,
cr_mode_auto,,Auto,Auto,
cr_mode_heat,,Heat,Vrućina,
cr_mode_cool,,Cool,Cool,
cr_mode_heat_cool,,Heat/cool,Zagrijati/hladiti,
cr_mode_dry,,Dry,Suha,
cr_mode_fan_only,,Fan only,Samo ventilator,
cr_mode_low,,Low,Niska,
cr_mode_medium,,Medium,srednje,
cr_mode_high,,High,visoko,
cr_mode_quiet,,Quiet,Miran,
cr_mode_boost,,Boost,pojačati,
cr_mode_eco,,Eco,Eko,
cr_mode_sleep,,Sleep,Spavati,
cr_mode_manual,,Manual,Priručnik,
cr_mode_vertical,,Vertical,Okomito,
cr_mode_horizontal,,Horizontal,Horizontalno,
cr_mode_both,,Both,Oba,
cr_mode_up,,Up,Gore,
cr_mode_down,,Down,dolje,
cr_mode_center,,Center,Centar,
cr_mode_left,,Left,Lijevo,
cr_mode_right,,Right,Pravo,
cr_climate_fan,,Fan,Ventilator,
cr_climate_vertical_airflow,,Vertical airflow,Vertikalni protok zraka,
cr_climate_horizontal_airflow,,Horizontal airflow,Horizontalni protok zraka,
cr_climate_preset,,Preset,Unaprijed postavljeno,
cr_fan_speed,,Fan speed,Brzina ventilatora,
cr_speed,,Speed,Ubrzati,
cr_lower_target,,Lower target,Donji cilj,
cr_raise_target,,Raise target,Podignite cilj,
cr_climate_temperature,,Temperature,Temperatura,
cr_climate_all_temperature_sensors,,All temperature sensors,Svi temperaturni senzori,
cr_climate_outside,,Outside,Vani,
cr_climate_outside_summary,,"Outdoor temperature, humidity, and pressure","Vanjska temperatura, vlažnost i tlak",
cr_climate_humidity,,Humidity,Vlažnost,
cr_climate_all_humidity_sensors,,All humidity sensors,Svi senzori vlage,
cr_climate_air_pressure,,Air pressure,Tlak zraka,
cr_climate_all_pressure_sensors,,All air-pressure sensors,Svi senzori tlaka zraka,
cr_climate_co2,,CO₂,CO₂,
cr_climate_carbon_dioxide_sensors,,Carbon-dioxide sensors,Senzori ugljičnog dioksida,
cr_climate_air_quality,,Air quality,Kvaliteta zraka,
cr_climate_air_quality_summary,,"Particulates, AQI, VOCs, and gases","Čestice, AQI, VOC i plinovi",
cr_climate_entities,,Climate entities,Klimatski entiteti,
cr_climate_settings,,Climate settings,Klimatske postavke,
cr_empty_climate_view,,No climate data is available yet.,Klimatski podaci još nisu dostupni.,
cr_climate_fans,,Fans,Navijači,
cr_climate_air_purifiers,,Air purifiers,Pročistači zraka,
cr_climate_humidifiers,,Humidifiers,Ovlaživači zraka,
cr_temperature_sensors,,Temperature sensors,Senzori temperature,
cr_devices_active,,Devices active,Uređaji aktivni,
cr_active_of_total,,%1$d of %2$d active,%1$d od %2$d aktivno,app fills in %1$d %2$d — keep them
cr_no_search_active,,No active search · %1$s,Nema aktivnog pretraživanja · %1$s,app fills in %1$s — keep them
cr_collapse_search,,Collapse search,Sažmi pretraživanje,
cr_expand_search,,Expand search,Proširi pretragu,
cr_custom_order,,Custom order,Prilagođena narudžba,
cr_name_a_z,,Name A–Z,Ime A–Z,
cr_name_z_a,,Name Z–A,Ime Z–A,
cr_climate_device,,Climate device,Klima uređaj,
cr_climate_device_subtitle,,"Name, icon, card style, and width","Naziv, ikona, stil kartice i širina",
cr_widget_requires_f1,,"Needs the F1 Sensor integration, which was not found on your Home Assistant","Potrebna je integracija senzora F1, koja nije pronađena na vašem Home Assistant",don't translate Home Assistant
cr_widget_requires_parcels,,"Needs a parcel integration, and none was found on your Home Assistant","Potrebna je integracija paketa, a ništa nije pronađeno na vašem Home Assistant",don't translate Home Assistant
cr_widget_requires_waste,,"Needs a waste collection integration, and none was found on your Home Assistant","Potrebna je integracija prikupljanja otpada, a ništa nije pronađeno na vašem Home Assistant",don't translate Home Assistant
cr_people_here_title,,Who is here,Tko je ovdje,
cr_people_here_empty,,Nobody is being tracked in this room right now.,Nitko se trenutno ne prati u ovoj sobi.,
cr_people_here_unknown_room,,Room unknown,Soba nepoznata,
cr_button_exclude_counters,,Leave out of counters,Ostavite van šaltera,
cr_button_exclude_counters_hint,,"Keep the button, but stop it counting towards this room’s Lights and Devices totals","Zadrži gumb, ali ga prestani ubrajati u ukupne svjetla i uređaje ove sobe",
cr_count_with_average,,%1$s · avg %2$s%3$s,%1$s · prosj. %2$s%3$s,app fills in %1$s %2$s %3$s — keep them
cr_outside_temperature,,Outside temperature,Vanjska temperatura,
cr_outside_humidity,,Outside humidity,Vanjska vlaga,
cr_outside_pressure,,Outside pressure,Vanjski pritisak,
cr_outside_air_pressure,,Outside air pressure,Tlak vanjskog zraka,
cr_no_sensors_found_for,,No %1$s sensors found.,Nisu pronađeni %1$s senzori.,app fills in %1$s — keep them
cr_climate_control,,Climate control,Kontrola klime,
cr_thermostat_dial,,Thermostat dial,Brojčanik termostata,
cr_width_third,,Third,Treći,
cr_width_half,,Half,Pola,
cr_width_full,,Full,puna,
cr_select_item,,Select %1$s,Odaberite %1$s,app fills in %1$s — keep them
cr_set_outdoor_sensors,,"Set outdoor temperature, humidity, and pressure","Postavite vanjsku temperaturu, vlažnost i tlak",
