key,item,english,translation,notes
settings_subtitle_connection,,Server routes and local-network preferences,נתיבי שרת והעדפות רשת מקומית,
settings_subtitle_location,,Presence updates and background access,עדכוני נוכחות וגישה ברקע,
settings_subtitle_dashboard,,"Dashboards, tabs, media players, and popups","לוחות מחוונים, כרטיסיות, נגני מדיה וחלונות קופצים",
settings_subtitle_appearance,,Make the dashboard feel like yours,תן ללוח המחוונים להרגיש כמו שלך,
settings_subtitle_corners,,"Roundness of buttons, cards, and widgets","עגולות של כפתורים, כרטיסים ווידג'טים",
settings_subtitle_icons,,Icon animations and per-domain effects,אנימציות אייקונים ואפקטים לכל דומיין,
settings_subtitle_header,,Choose whether the dashboard header is shown,בחר אם הכותרת של לוח המחוונים תוצג,
settings_subtitle_theme,,"Color, contrast, mode, and corner styling","צבע, ניגודיות, מצב ועיצוב פינות",
settings_subtitle_fonts,,"Size, weight, and typeface readability","גודל, משקל וקריאה של הגופן",
settings_subtitle_nav_bar,,Choose which destinations are always within reach,בחר אילו יעדים תמיד בהישג יד,
settings_subtitle_media_players,,Names and mini-player visibility,שמות וניראות מיני-שחקן,
settings_subtitle_notifications,,"Push delivery, history, and service behavior","דחיפה של משלוח, היסטוריה והתנהגות שירות",
settings_subtitle_backup_restore,,Protect or move your dashboard configuration,הגן או הזז את תצורת לוח המחוונים שלך,
settings_subtitle_family_sharing,,"Parental controls, dashboard sharing, and recipient permissions","בקרת הורים, שיתוף לוח המחוונים והרשאות נמענים",
settings_subtitle_about,,"The project, technology, and people behind HKI 7","הפרויקט, הטכנולוגיה והאנשים מאחורי HKI 7",don't translate HKI 7
settings_subtitle_license,,Open-source community core and optional premium materials,קוד פתוח של ליבת קהילה וחומרי פרימיום אופציונליים,
settings_subtitle_support,,Ways to help HKI 7 grow without buying Premium,דרכים לעזור לHKI 7 לצמוח מבלי לקנות פרימיום,don't translate HKI 7
notification_channel_general,,General,כְּלָלִי,
location_channel_name,,Location sharing,שיתוף מיקום,
location_notification_title,,Home Assistant location,מיקום Home Assistant,don't translate Home Assistant
location_notification_text,,Sharing your location with Home Assistant,שיתוף המיקום שלך עם Home Assistant,don't translate Home Assistant
push_connection_channel_name,,Notification connection,חיבור הודעה,
push_connection_notification_title,,Connected to Home Assistant,מחובר לHome Assistant,don't translate Home Assistant
push_connection_notification_text,,Listening for notifications,מאזין להתראות,
parcel_title,,Parcels,חבילות,
parcel_generic_carrier,,Carrier,מוֹבִיל,
parcel_incoming,,Incoming,נִכנָס,
parcel_delivered,,Delivered,נמסר,
parcel_outgoing,,Outgoing,יוֹצֵא,
parcel_letters,,Letters,אותיות,
parcel_mail,,Mail,דוֹאַר,
parcel_summary,,%1$d incoming · %2$d outgoing,%1$d נכנס · %2$d יוצא,app fills in %1$d %2$d — keep them
parcel_summary_with_letters,,%1$d incoming · %2$d outgoing · %3$d letters,%1$d נכנסות · %2$d יוצאות · %3$d אותיות,app fills in %1$d %2$d %3$d — keep them
parcel_carrier_summary_with_letters,,%1$d incoming · %2$d outgoing · %3$d letters,%1$d נכנסות · %2$d יוצאות · %3$d אותיות,app fills in %1$d %2$d %3$d — keep them
parcel_summary_with_letter_count,,%1$d incoming · %2$d outgoing · %3$s,%1$d נכנס · %2$d יוצא · %3$s,app fills in %1$d %2$d %3$s — keep them
parcel_tracking_history,,Tracking history,היסטוריית מעקב,
parcel_tracking_history_subtitle,,Parcel journey and status updates,מסע חבילות ועדכוני סטטוס,
parcel_choose_carrier_account,,Choose a carrier account,בחר חשבון ספק,
parcel_empty_tab,,No %1$s parcels.,אין חבילות %1$s.,app fills in %1$s — keep them
parcel_no_incoming,,No incoming parcels.,אין חבילות נכנסות.,
parcel_no_delivered,,No delivered parcels.,אין משלוח מנות.,
parcel_no_outgoing,,No outgoing parcels.,אין חבילות יוצאות.,
parcel_stage_registered,,Registered,רָשׁוּם,
parcel_stage_sorting,,Sorting,מִיוּן,
parcel_stage_on_the_way,,On the way,בדרך,
parcel_unknown_status,,Unknown status,סטטוס לא ידוע,
parcel_status_in_transit,,In transit,בְּמַעֲבָר,
parcel_status_out_for_delivery,,Out for delivery,יוצא למשלוח,
parcel_status_at_pickup_point,,Ready at pickup point,מוכן בנקודת האיסוף,
parcel_status_ready_to_send,,Ready to send,מוכן לשלוח,
parcel_letter_preview,,Letter preview,תצוגה מקדימה של מכתבים,
parcel_carriers,,Carriers,מובילים,
parcel_track_new,,Track a new %1$s parcel by number,עקוב אחר חבילה חדשה של %1$s לפי מספר,app fills in %1$s — keep them
parcel_choose_carrier,,Choose a carrier,בחר מוביל,
parcel_settings_subtitle,,"Carrier accounts, aggregation, and appearance","חשבונות ספק, צבירה ומראה",
parcel_settings_accounts,,Accounts,חשבונות,
parcel_settings_organization,,Organization,אִרגוּן,
parcel_settings_appearance,,Appearance,הוֹפָעָה,
action_remove,,Remove,לְהַסִיר,
notification_delete,,Delete notification,מחק הודעה,
notification_mark_all_read,,Mark all as read,סמן הכל כנקראו,
notification_mark_all_unread,,Mark all as unread,סמן הכל כלא נקרא,
notification_delete_all,,Delete all,מחק הכל,
notification_delete_all_archived,,Delete all archived,מחק את כל הארכיון,
notification_unread,,Unread,לא נקרא,
notification_history,,History,הִיסטוֹרִיָה,
notification_mark_unread,,Mark as unread,סמן כלא נקרא,
notification_mark_read,,Mark as read,סמן כנקרא,
notification_archive,,Archive,ארכיון,
notification_unarchive,,Unarchive,הוצא מהארכיון,
notification_delete_action,,Delete,לִמְחוֹק,
entity_search_select_items,,Select items,בחר פריטים,
entity_search_choose_one,,Search and choose one entity,חפש ובחר ישות אחת,
entity_search_choose_multiple,,Search and select one or more entities,חפש ובחר ישות אחת או יותר,
global_search_title,,Search,לְחַפֵּשׂ,
global_search_subtitle,,Find and control any Home Assistant device or entity,מצא ושלוט בכל מכשיר או ישות מסוג Home Assistant,don't translate Home Assistant
global_search_clear,,Clear search,נקה חיפוש,
global_search_no_devices,,No matching devices.,אין מכשירים תואמים.,
global_search_no_entities,,No matching entities.,אין ישויות תואמות.,
security_title,,Security,בִּטָחוֹן,
security_subtitle,,Home status and activity,מצב בית ופעילות,
security_settings,,Security settings,הגדרות אבטחה,
security_entities,,Security entities,גופי אבטחה,
security_reimport,,Re-import,ייבא מחדש,
security_group_doors,,Doors,דלתות,
security_group_doors_subtitle,,Door contacts,מגעים לדלת,
security_group_windows,,Windows,חלונות,
security_group_windows_subtitle,,Window contacts,אנשי קשר בחלון,
security_group_openings,,Openings,פתחים,
security_group_openings_subtitle,,Garage doors and other openings,דלתות מוסך ופתחים אחרים,
security_group_garage_doors,,Garage doors,דלתות מוסך,
security_group_garage_doors_subtitle,,Garage door covers,כיסויי דלת מוסך,
security_group_covers,,Covers,כריכות,
security_group_covers_subtitle,,"Blinds, shutters, and gates","תריסים, תריסים ושערים",
security_group_locks,,Locks,מנעולים,
security_group_locks_subtitle,,Door and gate locks,מנעולי דלת ושער,
security_group_motion,,Motion,תְנוּעָה,
security_group_motion_subtitle,,Motion detection,זיהוי תנועה,
security_group_presence,,Presence,נוֹכְחוּת,
security_group_presence_subtitle,,Occupancy sensors,חיישני תפוסה,
security_group_fire,,Fire and temperature,אש וטמפרטורה,
security_group_fire_subtitle,,"Fire, heat, cold, and safety alarms","אזעקות אש, חום, קור ואזעקות בטיחות",
security_group_smoke,,Smoke,עָשָׁן,
security_group_smoke_subtitle,,Smoke detectors,גלאי עשן,
security_group_gas,,Gas,גַז,
security_group_gas_subtitle,,Combustible gas sensors,חיישני גז דליק,
security_group_co2,,CO / CO₂,CO / CO₂,
security_group_co2_subtitle,,Carbon monoxide and carbon dioxide sensors,חיישני פחמן חד חמצני ופחמן דו חמצני,
security_group_moisture,,Leaks,דליפות,
security_group_moisture_subtitle,,Moisture and water leaks,נזילות לחות ומים,
security_group_sound,,Sound,קוֹל,
security_group_sound_subtitle,,Sound and glass-break sensors,חיישני קול ושבירת זכוכית,
security_group_light,,Light detection,זיהוי אור,
security_group_light_subtitle,,Light and beam sensors,חיישני אור וקרן,
security_group_alarms,,Alarm systems,מערכות אזעקה,
security_group_alarms_subtitle,,Alarm control panels,לוחות בקרת אזעקה,
security_group_cameras,,Cameras,מצלמות,
security_group_cameras_subtitle,,Camera feeds,הזנות מצלמה,
security_no_search_active,,No search active · %1$s,אין חיפוש פעיל · %1$s,app fills in %1$s — keep them
security_status_alert,,Security alert,התראת אבטחה,
security_status_alarm_pending,,Alarm pending,אזעקה בהמתנה,
security_status_changing_alarm,,Changing alarm mode,שינוי מצב אזעקה,
security_status_needs_attention,,Needs attention,צריך תשומת לב,
security_status_motion,,Motion detected,זוהתה תנועה,
security_status_sensor_activity,,Sensor activity,פעילות חיישן,
security_status_alarm_unavailable,,Alarm unavailable,התראה לא זמינה,
security_status_devices_unavailable,,Devices unavailable,מכשירים לא זמינים,
security_status_cameras_offline,,Cameras offline,מצלמות במצב לא מקוון,
security_status_all_secure,,All secure,הכל מאובטח,
security_status_alarm_disarmed,,Alarm disarmed,האזעקה בוטלה,
security_status_all_clear,,All clear,הכל ברור,
security_status_no_data,,No security data,אין נתוני אבטחה,
security_metric_openings,,Openings,פתחים,
security_metric_locked,,Locked,נָעוּל,
security_metric_cameras_online,,Cameras online,מצלמות באינטרנט,
security_card_title,,Security card,כרטיס אבטחה,
security_card_subtitle,,"Name, layout, and card appearance","שם, פריסה ומראה הכרטיס",
security_stat_total,,Total,סַך הַכֹּל,
security_stat_active,,Active,פָּעִיל,
security_stat_clear,,Clear,בָּרוּר,
security_cover_open,,Open,לִפְתוֹחַ,
security_cover_stop,,Stop,לְהַפְסִיק,
security_cover_close,,Close,לִסְגוֹר,
security_restore,,Restore,לְשַׁחְזֵר,
security_empty,,This is an empty security view. Swipe down on the header and open Security settings to add entities manually.,זוהי תצוגת אבטחה ריקה. החלק מטה על הכותרת ופתח את הגדרות האבטחה כדי להוסיף ישויות באופן ידני.,
connection_stopping_for_restart,,Stopping for restart…,עוצר להפעלה מחדש...,
connection_starting,,Home Assistant is starting…,Home Assistant מתחיל...,don't translate Home Assistant
connection_restoring_dashboard,,Restoring your dashboard…,משחזר את לוח המחוונים שלך...,
connection_restarting,,Home Assistant is restarting…,Home Assistant מופעל מחדש...,don't translate Home Assistant
connection_auto_generating,,Auto-generating rooms and widgets…,יצירה אוטומטית של חדרים ווידג'טים...,
connection_reconnecting,,Reconnecting to Home Assistant…,מתחבר מחדש אל Home Assistant...,don't translate Home Assistant
connection_unavailable_retrying,,Unavailable · Retrying…,לא זמין · מנסה שוב...,
connection_paused,,Connection paused,החיבור מושהה,
connection_connected,,Connected,מְחוּבָּר,
connection_server_not_found,,Server address could not be found,כתובת השרת לא נמצאה,
connection_timed_out,,Connection timed out,תם הזמן הקצוב לחיבור,
connection_no_route,,No network route to Home Assistant,אין נתיב רשת אל Home Assistant,don't translate Home Assistant
connection_could_not_connect,,Could not connect to Home Assistant,לא ניתן להתחבר אל Home Assistant,don't translate Home Assistant
connection_secure_failed,,Secure connection failed,חיבור מאובטח נכשל,
connection_session_expired_refreshing,,Session expired · Refreshing login…,פג תוקף ההפעלה · מרענן את ההתחברות...,
connection_interrupted,,Connection was interrupted,החיבור הופסק,
connection_error_title,,Connection error,שגיאת חיבור,
connection_all_systems_normal,,All systems normal,כל המערכות תקינות,
action_undo,,Undo,לְבַטֵל,
action_redo,,Redo,לַעֲשׂוֹת שׁוּב,
connection_route_local,,Local,מְקוֹמִי,
connection_route_nabu_casa,,Nabu Casa,Nabu Casa,don't translate Nabu Casa
connection_route_external,,External,חִיצוֹנִי,
settings_connection_via,,Connected via %1$s,מחובר דרך %1$s,app fills in %1$s — keep them
settings_connection_unknown,,Unknown,לֹא יְדוּעַ,
settings_connection_connecting,,Connecting…,מְקַשֵׁר…,
settings_this_home,,this home,הבית הזה,
settings_local_network_allowed,,Allowed,מוּתָר,
settings_local_network_not_allowed,,Not allowed — Home Assistant cannot be reached directly on your Wi-Fi,אסור - לא ניתן להגיע ל-Home Assistant ישירות ב-Wi-Fi שלך,don't translate Home Assistant
settings_current_wifi,,Current Wi-Fi,Wi-Fi נוכחי,
settings_wifi_unavailable,,Not connected or location permission is missing,לא מחובר או חסרה הרשאת מיקום,
settings_just_now,,just now,זֶה עַתָה,
settings_primary_app_language,,Primary application language,שפת יישום ראשית,
settings_android_build_configuration,,Android resources and build configuration,משאבי אנדרואיד ותצורת build,
page_settings_default_title,,Page settings,הגדרות עמוד,
page_settings_choose_area,,Choose an area to configure,בחר אזור להגדרה,
page_settings_focused_options,,Focused options for this page area,אפשרויות ממוקדות עבור אזור דף זה,
page_settings_header_description,,Wallpaper and custom header color,טפט וצבע כותרת מותאם אישית,
page_settings_custom_page_description,,"Name, subtitle, and navigation icon","שם, כתובית וסמל ניווט",
page_settings_badge_bar,,Badge bar,סרגל תגים,
page_settings_badge_description,,"Visibility, alignment, and display options","אפשרויות נראות, יישור ותצוגה",
page_settings_persons,,Persons,אנשים,
page_settings_persons_description,,Visibility and ordering,נראות וסדר,
page_settings_configure,,Configure,הגדר,
room_config_title,,Room configuration,תצורת החדר,
header_pill_left,,Left header pill,גלולת כותרת שמאל,
header_pill_right,,Right header pill,גלולת כותרת ימין,
alignment_split,,Split,לְפַצֵל,
alignment_center,,Center,מֶרְכָּז,
weather_cloudy,,Cloudy,מְעוּנָן,
home_default_markdown_content,,# Markdown\nOpen this widget's settings in **edit mode** to write your own content.,# Markdown\nפתח את ההגדרות של ווידג'ט זה ב**מצב עריכה** כדי לכתוב תוכן משלך.,\n = line break
home_settings_title,,Home settings,הגדרות בית,
custom_page_settings_title,,%1$s settings,הגדרות %1$s,app fills in %1$s — keep them
home_empty,,This is the homepage. Add widgets by swiping down on the header and enabling edit mode.,זה עמוד הבית. הוסף ווידג'טים על ידי החלקה מטה על הכותרת והפעלת מצב עריכה.,
custom_page_empty,,This page is empty. Add widgets by swiping down on the header and enabling edit mode.,הדף הזה ריק. הוסף ווידג'טים על ידי החלקה מטה על הכותרת והפעלת מצב עריכה.,
select_camera_title,,Select camera,בחר מצלמה,
select_entity_title,,Select entity,בחר ישות,
custom_camera_default_name,,Custom camera,מצלמה מותאמת אישית,
rooms_settings_title,,Rooms settings,הגדרות חדרים,
rooms_empty,,The rooms view is empty. Swipe down on the header and enable edit mode to add floors and rooms.,נוף החדרים ריק. החלק מטה על הכותרת והפעל מצב עריכה כדי להוסיף קומות וחדרים.,
floor_expand,,Expand floor,הרחב הרצפה,
floor_collapse,,Collapse floor,ממוטט רצפה,
floor_settings_title,,Floor,קוֹמָה,
floor_settings_subtitle,,"Identity, layout, and card style","זהות, פריסה וסגנון כרטיס",
universal_effects,,Effects,אפקטים,
universal_open_door,,Open door,פתח דלת,
universal_vacuum_dock,,Dock,לַעֲגוֹן,
universal_start,,Start,הַתחָלָה,
universal_pause,,Pause,הַפסָקָה,
universal_stop,,Stop,לְהַפְסִיק,
universal_locate,,Locate,לְאַתֵר,
universal_room_number,,Room %1$d,חדר %1$d,app fills in %1$d — keep them
core_optional_display_name,,Optional display name override,עקיפה אופציונלית של שם תצוגה,
core_media_paused_track,,Paused: %1$s,מושהה: %1$s,app fills in %1$s — keep them
core_percent_value,,%1$d percent,%1$d אחוזים,app fills in %1$d — keep them
core_current_humidity,,Current humidity,לחות נוכחית,
core_tank_water_level,,Tank / water level,מיכל / מפלס מים,
core_pm25,,PM2.5,PM2.5,
core_error_code,,Error code,קוד שגיאה,
core_bucket_full,,Bucket full,דלי מלא,
core_clean_filter,,Clean filter,מסנן נקי,
core_ionizer,,Ionizer,מיינן,
core_pump,,Pump,לִשְׁאוֹב,
core_beep_on_command,,Beep on command,צפצוף בפקודה,
core_dawn,,Dawn,שַׁחַר,
core_solar_noon,,Solar noon,צהריים סולארית,
core_dusk,,Dusk,אַפְלוּלִית,
core_icon_category_common,,Common,מְשׁוּתָף,
core_icon_category_home,,Home,בַּיִת,
core_icon_category_weather,,Weather,מֶזֶג אֲוִיר,
core_icon_category_lock,,Lock,לִנְעוֹל,
core_icon_category_people,,People,אֲנָשִׁים,
core_icon_category_auto,,Automotive,רכב,
core_icon_category_music,,Music,מוּסִיקָה,
core_icon_category_battery,,Battery,סוֹלְלָה,
core_icon_category_nature,,Nature,טֶבַע,
core_icon_category_places,,Places,מקומות,
core_icon_category_food,,Food,מָזוֹן,
core_icon_category_navigation,,Navigation,ניווט,
core_icon_category_devices,,Devices,התקנים,
core_icon_category_map,,Map,מַפָּה,
core_icon_category_media,,Media,כְּלֵי תִקְשׁוֹרֶת,
core_icon_category_communication,,Communication,תִקשׁוֹרֶת,
core_icon_category_health,,Health,בְּרִיאוּת,
core_icon_category_vehicles,,Vehicles,כלי רכב,
core_icon_category_buildings,,Buildings,מבנים,
core_icon_category_electrical,,Electrical,חַשׁמַלִי,
core_icon_category_sport,,Sport,ספּוֹרט,
core_icon_category_objects,,Objects,חפצים,
core_icon_category_commerce,,Commerce,מִסְחָר,
core_icon_category_games,,Games,משחקים,
core_icon_category_finance,,Finance,לְמַמֵן,
background_notification_channel_general,,General,כְּלָלִי,
background_location_channel_name,,Location sharing,שיתוף מיקום,
background_location_channel_description,,Keeps your device location up to date in Home Assistant,שומר על מיקום המכשיר שלך מעודכן ב-Home Assistant,don't translate Home Assistant
background_location_notification_title,,Home Assistant location sharing,Home Assistant שיתוף מיקום,don't translate Home Assistant
background_location_notification_text,,Sharing your location with Home Assistant,שיתוף המיקום שלך עם Home Assistant,don't translate Home Assistant
background_push_channel_name,,Notification connection,חיבור הודעה,
background_push_channel_description,,Keeps a background connection to Home Assistant for instant notifications,שומר על חיבור רקע ל-Home Assistant לקבלת התראות מיידיות,don't translate Home Assistant
background_push_notification_title,,Connected to Home Assistant,מחובר לHome Assistant,don't translate Home Assistant
background_push_notification_text,,Waiting for notifications,מחכה להתראות,
background_push_hide_action,,Hide this notification,הסתר הודעה זו,
button_style_centered,,Centered,מְרוּכָּז,
button_elements,,Elements,אלמנטים,
button_elements_description,,What appears on this button. Hide the name and state for an icon on its own.,מה מופיע בכפתור הזה. הסתר את השם והמדינה עבור סמל בפני עצמו.,
stack_elements_title,,Elements on every button in this stack,אלמנטים בכל כפתור בערימה הזו,
stack_elements_description,,"These apply to the whole stack, not to one button. Turning something off here hides it on every button in the stack; leaving it on lets each button decide for itself in its own settings.","אלה חלים על כל הערימה, לא על כפתור אחד. כיבוי של משהו כאן מסתיר אותו בכל כפתור בערימה; השארתו פועלת מאפשרת לכל כפתור להחליט בעצמו בהגדרות שלו.",
button_element_icon,,Icon,סמל,
button_element_name,,Name,שֵׁם,
button_element_state,,State,מְדִינָה,
stack_show_title,,Show name,הצג שם,
stack_show_title_description,,Turn off for a stack with no heading at all.,כבה עבור ערימה ללא כותרת כלל.,
stack_show_icon,,Show icon,הצג סמל,
stack_show_icon_description,,The icon beside the heading.,הסמל לצד הכותרת.,
stack_center_title,,Center the heading,מרכז את הכותרת,
stack_center_title_description,,Puts the icon and name in the middle instead of against the left edge.,שם את הסמל והשם באמצע במקום מול הקצה השמאלי.,
cr_state_on,,On,עַל,
cr_state_off,,Off,כבוי,
cr_open,,Open,לִפְתוֹחַ,
cr_close,,Close,לִסְגוֹר,
cr_stop,,Stop,לְהַפְסִיק,
cr_closed,,Closed,סָגוּר,
cr_opening,,Opening,פְּתִיחָה,
cr_closing,,Closing,סְגִירָה,
cr_locked,,Locked,נָעוּל,
cr_unlocked,,Unlocked,לא נעול,
cr_unavailable,,Unavailable,לא זמין,
cr_unknown,,Unknown,לֹא יְדוּעַ,
cr_idle,,Idle,לְהִתְבַּטֵל,
cr_home,,Home,בַּיִת,
cr_away,,Away,רָחוֹק,
cr_cleaning,,Cleaning,ניקוי,
cr_returning,,Returning,חוזר,
cr_paused,,Paused,מושהה,
cr_error,,Error,שְׁגִיאָה,
cr_playing,,Playing,משחק,
cr_buffering,,Buffering,חציצה,
cr_standby,,Standby,המתנה,
cr_humidifying,,Humidifying,לחות,
cr_drying,,Drying,יִבּוּשׁ,
cr_detected,,Detected,זוהה,
cr_clear,,Clear,בָּרוּר,
cr_problem,,Problem,בְּעָיָה,
cr_ok,,OK,בְּסֵדֶר,
cr_low,,Low,נָמוּך,
cr_normal,,Normal,נוֹרמָלִי,
cr_connected,,Connected,מְחוּבָּר,
cr_disconnected,,Disconnected,מְנוּתָק,
cr_plugged_in,,Plugged in,מחובר לחשמל,
cr_unplugged,,Unplugged,מנותק,
cr_wet,,Wet,רָטוֹב,
cr_dry,,Dry,יָבֵשׁ,
cr_none,,None,אַף לֹא אֶחָד,
cr_any,,Any,כֹּל,
cr_remove,,Remove,לְהַסִיר,
cr_restore,,Restore,לְשַׁחְזֵר,
cr_general,,General,כְּלָלִי,
cr_identity,,Identity,זֶהוּת,
cr_appearance,,Appearance,הוֹפָעָה,
cr_layout,,Layout,מַעֲרָך,
cr_behavior,,Behavior,הִתְנַהֲגוּת,
cr_profiles,,Profiles,פרופילים,
cr_playback,,Playback,השמעה,
cr_content,,Content,תוֹכֶן,
cr_actions,,Actions,פעולות,
cr_protection,,Protection,הֲגָנָה,
cr_power,,Power,כּוֹחַ,
cr_brightness,,Brightness,בְּהִירוּת,
cr_temperature,,Temperature,טֶמפֶּרָטוּרָה,
cr_color,,Color,צֶבַע,
cr_min,,Min,מינימום,
cr_avg,,Avg,ממוצע,
cr_max,,Max,מקסימום,
cr_now,,Now,עַכשָׁיו,
cr_lowest,,Lowest,הכי נמוך,
cr_average,,Average,מְמוּצָע,
cr_highest,,Highest,הֲכִי גָבוֹהַ,
cr_live,,Live,לִחיוֹת,
cr_once,,Once,פַּעַם,
cr_daily,,Daily,יוֹמִי,
cr_weekly,,Weekly,שְׁבוּעִי,
cr_monthly,,Monthly,יַרחוֹן,
cr_yearly,,Yearly,שְׁנָתִי,
cr_action_tap,,Tap,בֶּרֶז,
cr_action_double_tap,,Double tap,הקש פעמיים,
cr_action_hold,,Hold,לְהַחזִיק,
cr_mode,,Mode,מצב,
cr_mode_auto,,Auto,אוטומטי,
cr_mode_heat,,Heat,חוֹם,
cr_mode_cool,,Cool,לְהִתְקַרֵר,
cr_mode_heat_cool,,Heat/cool,לחמם/לקרר,
cr_mode_dry,,Dry,יָבֵשׁ,
cr_mode_fan_only,,Fan only,מאוורר בלבד,
cr_mode_low,,Low,נָמוּך,
cr_mode_medium,,Medium,בֵּינוֹנִי,
cr_mode_high,,High,גָבוֹהַ,
cr_mode_quiet,,Quiet,שֶׁקֶט,
cr_mode_boost,,Boost,לְהַגבִּיר,
cr_mode_eco,,Eco,אקו,
cr_mode_sleep,,Sleep,לִישׁוֹן,
cr_mode_manual,,Manual,יָדָנִי,
cr_mode_vertical,,Vertical,אֲנָכִי,
cr_mode_horizontal,,Horizontal,אופקי,
cr_mode_both,,Both,שְׁנֵיהֶם,
cr_mode_up,,Up,לְמַעלָה,
cr_mode_down,,Down,לְמַטָה,
cr_mode_center,,Center,מֶרְכָּז,
cr_mode_left,,Left,שְׁמֹאל,
cr_mode_right,,Right,יָמִינָה,
cr_climate_fan,,Fan,מְנִיפָה,
cr_climate_vertical_airflow,,Vertical airflow,זרימת אוויר אנכית,
cr_climate_horizontal_airflow,,Horizontal airflow,זרימת אוויר אופקית,
cr_climate_preset,,Preset,מוגדר מראש,
cr_fan_speed,,Fan speed,מהירות מאוורר,
cr_speed,,Speed,מְהִירוּת,
cr_lower_target,,Lower target,מטרה נמוכה יותר,
cr_raise_target,,Raise target,להעלות את המטרה,
cr_climate_temperature,,Temperature,טֶמפֶּרָטוּרָה,
cr_climate_all_temperature_sensors,,All temperature sensors,כל חיישני הטמפרטורה,
cr_climate_outside,,Outside,בָּחוּץ,
cr_climate_outside_summary,,"Outdoor temperature, humidity, and pressure","טמפרטורה, לחות ולחץ בחוץ",
cr_climate_humidity,,Humidity,לַחוּת,
cr_climate_all_humidity_sensors,,All humidity sensors,כל חיישני הלחות,
cr_climate_air_pressure,,Air pressure,לחץ אוויר,
cr_climate_all_pressure_sensors,,All air-pressure sensors,כל חיישני לחץ האוויר,
cr_climate_co2,,CO₂,CO₂,
cr_climate_carbon_dioxide_sensors,,Carbon-dioxide sensors,חיישני פחמן דו חמצני,
cr_climate_air_quality,,Air quality,איכות אוויר,
cr_climate_air_quality_summary,,"Particulates, AQI, VOCs, and gases","חלקיקים, AQI, VOCs וגזים",
cr_climate_entities,,Climate entities,ישויות אקלים,
cr_climate_settings,,Climate settings,הגדרות אקלים,
cr_empty_climate_view,,No climate data is available yet.,אין עדיין נתוני אקלים זמינים.,
cr_climate_fans,,Fans,מעריצים,
cr_climate_air_purifiers,,Air purifiers,מטהרי אוויר,
cr_climate_humidifiers,,Humidifiers,מכשירי אדים,
cr_temperature_sensors,,Temperature sensors,חיישני טמפרטורה,
cr_devices_active,,Devices active,מכשירים פעילים,
cr_active_of_total,,%1$d of %2$d active,%1$d מתוך %2$d פעילים,app fills in %1$d %2$d — keep them
cr_no_search_active,,No active search · %1$s,אין חיפוש פעיל · %1$s,app fills in %1$s — keep them
cr_collapse_search,,Collapse search,כווץ החיפוש,
cr_expand_search,,Expand search,הרחב את החיפוש,
cr_custom_order,,Custom order,הזמנה אישית,
cr_name_a_z,,Name A–Z,שם A–Z,
cr_name_z_a,,Name Z–A,שם Z–A,
cr_climate_device,,Climate device,מכשיר אקלים,
cr_climate_device_subtitle,,"Name, icon, card style, and width","שם, סמל, סגנון כרטיס ורוחב",
cr_widget_requires_f1,,"Needs the F1 Sensor integration, which was not found on your Home Assistant","זקוק לשילוב חיישן F1, שלא נמצא ב-Home Assistant שלך",don't translate Home Assistant
cr_widget_requires_parcels,,"Needs a parcel integration, and none was found on your Home Assistant","צריך שילוב חבילות, ואף אחד לא נמצא ב-Home Assistant שלך",don't translate Home Assistant
