key,item,english,translation,notes
security_group_fire_subtitle,,"Fire, heat, cold, and safety alarms",สัญญาณเตือนไฟไหม้ ความร้อน ความเย็น และความปลอดภัย,
security_group_smoke,,Smoke,ควัน,
security_group_smoke_subtitle,,Smoke detectors,เครื่องตรวจจับควัน,
security_group_gas,,Gas,แก๊ส,
security_group_gas_subtitle,,Combustible gas sensors,เซ็นเซอร์ก๊าซที่ติดไฟได้,
security_group_co2,,CO / CO₂,CO / CO₂,
security_group_co2_subtitle,,Carbon monoxide and carbon dioxide sensors,เซ็นเซอร์คาร์บอนมอนอกไซด์และคาร์บอนไดออกไซด์,
security_group_moisture,,Leaks,การรั่วไหล,
security_group_moisture_subtitle,,Moisture and water leaks,ความชื้นและน้ำรั่ว,
security_group_sound,,Sound,เสียง,
security_group_sound_subtitle,,Sound and glass-break sensors,เซ็นเซอร์เสียงและกระจกแตก,
security_group_light,,Light detection,การตรวจจับแสง,
security_group_light_subtitle,,Light and beam sensors,เซ็นเซอร์แสงและลำแสง,
security_group_alarms,,Alarm systems,ระบบเตือนภัย,
security_group_alarms_subtitle,,Alarm control panels,แผงควบคุมสัญญาณเตือน,
security_group_cameras,,Cameras,กล้อง,
security_group_cameras_subtitle,,Camera feeds,ฟีดกล้อง,
security_no_search_active,,No search active · %1$s,ไม่มีการค้นหา · %1$s,app fills in %1$s — keep them
security_status_alert,,Security alert,การแจ้งเตือนความปลอดภัย,
security_status_alarm_pending,,Alarm pending,รอการปลุก,
security_status_changing_alarm,,Changing alarm mode,การเปลี่ยนโหมดการเตือน,
security_status_needs_attention,,Needs attention,ต้องการความสนใจ,
security_status_motion,,Motion detected,ตรวจพบการเคลื่อนไหว,
security_status_sensor_activity,,Sensor activity,กิจกรรมเซ็นเซอร์,
security_status_alarm_unavailable,,Alarm unavailable,นาฬิกาปลุกไม่พร้อมใช้งาน,
security_status_devices_unavailable,,Devices unavailable,อุปกรณ์ไม่พร้อมใช้งาน,
security_status_cameras_offline,,Cameras offline,กล้องออฟไลน์,
security_status_all_secure,,All secure,ปลอดภัยทั้งหมด,
security_status_alarm_disarmed,,Alarm disarmed,ปลดอาวุธปลุกแล้ว,
security_status_all_clear,,All clear,ชัดเจนทั้งหมด,
security_status_no_data,,No security data,ไม่มีข้อมูลความปลอดภัย,
security_metric_openings,,Openings,เปิด,
security_metric_locked,,Locked,ล็อคแล้ว,
security_metric_cameras_online,,Cameras online,กล้องออนไลน์,
security_card_title,,Security card,บัตรรักษาความปลอดภัย,
security_card_subtitle,,"Name, layout, and card appearance",ชื่อ เค้าโครง และรูปลักษณ์ของการ์ด,
security_stat_total,,Total,ทั้งหมด,
security_stat_active,,Active,คล่องแคล่ว,
security_stat_clear,,Clear,ชัดเจน,
security_cover_open,,Open,เปิด,
security_cover_stop,,Stop,หยุด,
security_cover_close,,Close,ปิด,
security_restore,,Restore,คืนค่า,
security_empty,,This is an empty security view. Swipe down on the header and open Security settings to add entities manually.,นี่คือมุมมองความปลอดภัยที่ว่างเปล่า ปัดลงบนส่วนหัวแล้วเปิดการตั้งค่าความปลอดภัยเพื่อเพิ่มเอนทิตีด้วยตนเอง,
connection_stopping_for_restart,,Stopping for restart…,กำลังหยุดเพื่อรีสตาร์ท...,
connection_starting,,Home Assistant is starting…,Home Assistant กำลังเริ่มต้น...,don't translate Home Assistant
connection_restoring_dashboard,,Restoring your dashboard…,กำลังกู้คืนแดชบอร์ดของคุณ...,
connection_restarting,,Home Assistant is restarting…,Home Assistant กำลังรีสตาร์ท...,don't translate Home Assistant
connection_auto_generating,,Auto-generating rooms and widgets…,สร้างห้องและวิดเจ็ตอัตโนมัติ...,
connection_reconnecting,,Reconnecting to Home Assistant…,กำลังเชื่อมต่อกับ Home Assistant อีกครั้ง…,don't translate Home Assistant
connection_unavailable_retrying,,Unavailable · Retrying…,ไม่พร้อมใช้งาน · กำลังลองอีกครั้ง...,
connection_paused,,Connection paused,การเชื่อมต่อหยุดชั่วคราว,
connection_connected,,Connected,เชื่อมต่อแล้ว,
connection_server_not_found,,Server address could not be found,ไม่พบที่อยู่เซิร์ฟเวอร์,
connection_timed_out,,Connection timed out,การเชื่อมต่อหมดเวลา,
connection_no_route,,No network route to Home Assistant,ไม่มีเส้นทางเครือข่ายไปยัง Home Assistant,don't translate Home Assistant
connection_could_not_connect,,Could not connect to Home Assistant,ไม่สามารถเชื่อมต่อกับ Home Assistant,don't translate Home Assistant
connection_secure_failed,,Secure connection failed,การเชื่อมต่อที่ปลอดภัยล้มเหลว,
connection_session_expired_refreshing,,Session expired · Refreshing login…,เซสชั่นหมดอายุแล้ว · กำลังรีเฟรชการเข้าสู่ระบบ...,
connection_interrupted,,Connection was interrupted,การเชื่อมต่อถูกขัดจังหวะ,
connection_error_title,,Connection error,ข้อผิดพลาดในการเชื่อมต่อ,
connection_all_systems_normal,,All systems normal,ปกติทุกระบบ,
action_undo,,Undo,เลิกทำ,
action_redo,,Redo,ทำซ้ำ,
connection_route_local,,Local,ท้องถิ่น,
connection_route_nabu_casa,,Nabu Casa,Nabu Casa,don't translate Nabu Casa
connection_route_external,,External,ภายนอก,
settings_connection_via,,Connected via %1$s,เชื่อมต่อผ่าน %1$s,app fills in %1$s — keep them
settings_connection_unknown,,Unknown,ไม่ทราบ,
settings_connection_connecting,,Connecting…,กำลังเชื่อมต่อ...,
settings_this_home,,this home,บ้านนี้,
settings_local_network_allowed,,Allowed,อนุญาต,
settings_local_network_not_allowed,,Not allowed — Home Assistant cannot be reached directly on your Wi-Fi,ไม่อนุญาต — Home Assistant ไม่สามารถเข้าถึงได้โดยตรงบน Wi-Fi ของคุณ,don't translate Home Assistant
settings_current_wifi,,Current Wi-Fi,Wi-Fi ปัจจุบัน,
settings_wifi_unavailable,,Not connected or location permission is missing,ไม่ได้เชื่อมต่อหรือการอนุญาตตำแหน่งหายไป,
settings_just_now,,just now,แค่ตอนนี้,
settings_primary_app_language,,Primary application language,ภาษาแอปพลิเคชันหลัก,
settings_android_build_configuration,,Android resources and build configuration,ทรัพยากร Android และการกำหนดค่าบิลด์,
page_settings_default_title,,Page settings,การตั้งค่าหน้า,
page_settings_choose_area,,Choose an area to configure,เลือกพื้นที่ที่จะกำหนดค่า,
page_settings_focused_options,,Focused options for this page area,ตัวเลือกที่เน้นสำหรับพื้นที่หน้านี้,
page_settings_header_description,,Wallpaper and custom header color,วอลล์เปเปอร์และสีส่วนหัวที่กำหนดเอง,
page_settings_custom_page_description,,"Name, subtitle, and navigation icon",ไอคอนชื่อ คำบรรยาย และการนำทาง,
page_settings_badge_bar,,Badge bar,แถบป้าย,
page_settings_badge_description,,"Visibility, alignment, and display options",ตัวเลือกการมองเห็น การจัดตำแหน่ง และการแสดงผล,
page_settings_persons,,Persons,บุคคล,
page_settings_persons_description,,Visibility and ordering,การมองเห็นและการสั่งซื้อ,
page_settings_configure,,Configure,กำหนดค่า,
room_config_title,,Room configuration,การกำหนดค่าห้อง,
header_pill_left,,Left header pill,ยาเม็ดหัวซ้าย,
header_pill_right,,Right header pill,ยาเม็ดหัวขวา,
alignment_split,,Split,แยก,
alignment_center,,Center,ศูนย์,
weather_cloudy,,Cloudy,เมฆมาก,
home_default_markdown_content,,# Markdown\nOpen this widget's settings in **edit mode** to write your own content.,#มาร์คดาวน์\nเปิดการตั้งค่าวิดเจ็ตนี้ใน **โหมดแก้ไข** เพื่อเขียนเนื้อหาของคุณเอง,\n = line break
home_settings_title,,Home settings,การตั้งค่าหน้าแรก,
custom_page_settings_title,,%1$s settings,%1$s การตั้งค่า,app fills in %1$s — keep them
home_empty,,This is the homepage. Add widgets by swiping down on the header and enabling edit mode.,นี่คือหน้าแรก เพิ่มวิดเจ็ตโดยปัดลงบนส่วนหัวและเปิดใช้งานโหมดแก้ไข,
custom_page_empty,,This page is empty. Add widgets by swiping down on the header and enabling edit mode.,หน้านี้ว่างเปล่า เพิ่มวิดเจ็ตโดยปัดลงบนส่วนหัวและเปิดใช้งานโหมดแก้ไข,
select_camera_title,,Select camera,เลือกกล้อง,
select_entity_title,,Select entity,เลือกเอนทิตี,
custom_camera_default_name,,Custom camera,กล้องที่กำหนดเอง,
rooms_settings_title,,Rooms settings,การตั้งค่าห้อง,
rooms_empty,,The rooms view is empty. Swipe down on the header and enable edit mode to add floors and rooms.,วิวห้องว่างเปล่า ปัดลงบนส่วนหัวและเปิดใช้งานโหมดแก้ไขเพื่อเพิ่มชั้นและห้อง,
floor_expand,,Expand floor,ขยายพื้น,
floor_collapse,,Collapse floor,ยุบพื้น,
floor_settings_title,,Floor,พื้น,
floor_settings_subtitle,,"Identity, layout, and card style",ตัวตน เค้าโครง และสไตล์การ์ด,
universal_effects,,Effects,ผลกระทบ,
universal_open_door,,Open door,เปิดประตู,
universal_vacuum_dock,,Dock,ท่าเรือ,
universal_start,,Start,เริ่ม,
universal_pause,,Pause,หยุดชั่วคราว,
universal_stop,,Stop,หยุด,
universal_locate,,Locate,ค้นหา,
universal_room_number,,Room %1$d,ห้อง %1$d,app fills in %1$d — keep them
core_optional_display_name,,Optional display name override,การแทนที่ชื่อที่แสดงเพิ่มเติม,
core_media_paused_track,,Paused: %1$s,หยุดชั่วคราว: %1$s,app fills in %1$s — keep them
core_percent_value,,%1$d percent,%1$d เปอร์เซ็นต์,app fills in %1$d — keep them
core_current_humidity,,Current humidity,ความชื้นในปัจจุบัน,
core_tank_water_level,,Tank / water level,ระดับถัง/น้ำ,
core_pm25,,PM2.5,PM2.5,
core_error_code,,Error code,รหัสข้อผิดพลาด,
core_bucket_full,,Bucket full,เต็มถัง,
core_clean_filter,,Clean filter,ทำความสะอาดตัวกรอง,
core_ionizer,,Ionizer,ไอออไนเซอร์,
core_pump,,Pump,ปั๊ม,
core_beep_on_command,,Beep on command,เสียงบี๊บตามคำสั่ง,
core_dawn,,Dawn,รุ่งอรุณ,
core_solar_noon,,Solar noon,เที่ยงวัน,
core_dusk,,Dusk,ค่ำ,
core_icon_category_common,,Common,ทั่วไป,
core_icon_category_home,,Home,บ้าน,
core_icon_category_weather,,Weather,สภาพอากาศ,
core_icon_category_lock,,Lock,ล็อค,
core_icon_category_people,,People,ประชากร,
core_icon_category_auto,,Automotive,ยานยนต์,
core_icon_category_music,,Music,ดนตรี,
core_icon_category_battery,,Battery,แบตเตอรี่,
core_icon_category_nature,,Nature,ธรรมชาติ,
core_icon_category_places,,Places,สถานที่,
core_icon_category_food,,Food,อาหาร,
core_icon_category_navigation,,Navigation,การนำทาง,
core_icon_category_devices,,Devices,อุปกรณ์,
core_icon_category_map,,Map,แผนที่,
core_icon_category_media,,Media,สื่อ,
core_icon_category_communication,,Communication,การสื่อสาร,
core_icon_category_health,,Health,สุขภาพ,
core_icon_category_vehicles,,Vehicles,ยานพาหนะ,
core_icon_category_buildings,,Buildings,อาคาร,
core_icon_category_electrical,,Electrical,ไฟฟ้า,
core_icon_category_sport,,Sport,กีฬา,
core_icon_category_objects,,Objects,วัตถุ,
core_icon_category_commerce,,Commerce,พาณิชย์,
core_icon_category_games,,Games,เกมส์,
core_icon_category_finance,,Finance,การเงิน,
background_notification_channel_general,,General,ทั่วไป,
background_location_channel_name,,Location sharing,การแชร์ตำแหน่ง,
background_location_channel_description,,Keeps your device location up to date in Home Assistant,ทำให้ตำแหน่งอุปกรณ์ของคุณเป็นปัจจุบันอยู่เสมอใน Home Assistant,don't translate Home Assistant
background_location_notification_title,,Home Assistant location sharing,Home Assistant การแชร์ตำแหน่ง,don't translate Home Assistant
background_location_notification_text,,Sharing your location with Home Assistant,แบ่งปันตำแหน่งของคุณกับ Home Assistant,don't translate Home Assistant
background_push_channel_name,,Notification connection,การเชื่อมต่อการแจ้งเตือน,
background_push_channel_description,,Keeps a background connection to Home Assistant for instant notifications,รักษาการเชื่อมต่อพื้นหลังกับ Home Assistant เพื่อการแจ้งเตือนทันที,don't translate Home Assistant
background_push_notification_title,,Connected to Home Assistant,เชื่อมต่อกับ Home Assistant,don't translate Home Assistant
background_push_notification_text,,Waiting for notifications,รอการแจ้งเตือน,
background_push_hide_action,,Hide this notification,ซ่อนการแจ้งเตือนนี้,
button_style_centered,,Centered,อยู่ตรงกลาง,
button_elements,,Elements,องค์ประกอบ,
button_elements_description,,What appears on this button. Hide the name and state for an icon on its own.,สิ่งที่ปรากฏบนปุ่มนี้ ซ่อนชื่อและสถานะของไอคอนด้วยตัวเอง,
stack_elements_title,,Elements on every button in this stack,องค์ประกอบบนทุกปุ่มในสแต็กนี้,
stack_elements_description,,"These apply to the whole stack, not to one button. Turning something off here hides it on every button in the stack; leaving it on lets each button decide for itself in its own settings.",สิ่งเหล่านี้ใช้กับทั้งสแต็ก ไม่ใช่กับปุ่มเดียว การปิดบางสิ่งบางอย่างที่นี่จะซ่อนไว้บนทุกปุ่มในสแต็ก ปล่อยให้แต่ละปุ่มตัดสินใจเองในการตั้งค่าของตัวเอง,
button_element_icon,,Icon,ไอคอน,
button_element_name,,Name,ชื่อ,
button_element_state,,State,สถานะ,
stack_show_title,,Show name,แสดงชื่อ,
stack_show_title_description,,Turn off for a stack with no heading at all.,ปิดสำหรับสแต็กที่ไม่มีส่วนหัวเลย,
stack_show_icon,,Show icon,แสดงไอคอน,
stack_show_icon_description,,The icon beside the heading.,ไอคอนข้างส่วนหัว,
stack_center_title,,Center the heading,จัดกึ่งกลางส่วนหัว,
stack_center_title_description,,Puts the icon and name in the middle instead of against the left edge.,วางไอคอนและชื่อไว้ตรงกลางแทนที่จะวางชิดขอบด้านซ้าย,
cr_state_on,,On,บน,
cr_state_off,,Off,ปิด,
cr_open,,Open,เปิด,
cr_close,,Close,ปิด,
cr_stop,,Stop,หยุด,
cr_closed,,Closed,ปิด,
cr_opening,,Opening,กำลังเปิด,
cr_closing,,Closing,ปิด,
cr_locked,,Locked,ล็อคแล้ว,
cr_unlocked,,Unlocked,ปลดล็อคแล้ว,
cr_unavailable,,Unavailable,ไม่พร้อมใช้งาน,
cr_unknown,,Unknown,ไม่ทราบ,
cr_idle,,Idle,ไม่ได้ใช้งาน,
cr_home,,Home,บ้าน,
cr_away,,Away,ห่างออกไป,
cr_cleaning,,Cleaning,การทำความสะอาด,
cr_returning,,Returning,กลับมา,
cr_paused,,Paused,หยุดชั่วคราว,
cr_error,,Error,ข้อผิดพลาด,
cr_playing,,Playing,กำลังเล่น,
cr_buffering,,Buffering,การบัฟเฟอร์,
cr_standby,,Standby,สแตนด์บาย,
cr_humidifying,,Humidifying,ความชื้น,
cr_drying,,Drying,การอบแห้ง,
cr_detected,,Detected,ตรวจพบ,
cr_clear,,Clear,ชัดเจน,
cr_problem,,Problem,ปัญหา,
cr_ok,,OK,ตกลง,
cr_low,,Low,ต่ำ,
cr_normal,,Normal,ปกติ,
cr_connected,,Connected,เชื่อมต่อแล้ว,
cr_disconnected,,Disconnected,ตัดการเชื่อมต่อแล้ว,
cr_plugged_in,,Plugged in,เสียบปลั๊กแล้ว,
cr_unplugged,,Unplugged,ถอดปลั๊กแล้ว,
cr_wet,,Wet,เปียก,
cr_dry,,Dry,แห้ง,
cr_none,,None,ไม่มี,
cr_any,,Any,ใดๆ,
cr_remove,,Remove,ลบ,
cr_restore,,Restore,คืนค่า,
cr_general,,General,ทั่วไป,
cr_identity,,Identity,ตัวตน,
cr_appearance,,Appearance,รูปร่าง,
cr_layout,,Layout,เค้าโครง,
cr_behavior,,Behavior,พฤติกรรม,
cr_profiles,,Profiles,โปรไฟล์,
cr_playback,,Playback,การเล่น,
cr_content,,Content,เนื้อหา,
cr_actions,,Actions,การดำเนินการ,
cr_protection,,Protection,การป้องกัน,
cr_power,,Power,พลัง,
cr_brightness,,Brightness,ความสว่าง,
cr_temperature,,Temperature,อุณหภูมิ,
cr_color,,Color,สี,
cr_min,,Min,นาที,
cr_avg,,Avg,เฉลี่ย,
cr_max,,Max,สูงสุด,
cr_now,,Now,ตอนนี้,
cr_lowest,,Lowest,ต่ำสุด,
cr_average,,Average,เฉลี่ย,
cr_highest,,Highest,สูงสุด,
cr_live,,Live,สด,
cr_once,,Once,ครั้งหนึ่ง,
cr_daily,,Daily,รายวัน,
cr_weekly,,Weekly,รายสัปดาห์,
cr_monthly,,Monthly,รายเดือน,
cr_yearly,,Yearly,เป็นประจำทุกปี,
cr_action_tap,,Tap,แตะ,
cr_action_double_tap,,Double tap,แตะสองครั้ง,
cr_action_hold,,Hold,ถือ,
cr_mode,,Mode,โหมด,
cr_mode_auto,,Auto,อัตโนมัติ,
cr_mode_heat,,Heat,ความร้อน,
cr_mode_cool,,Cool,เย็น,
cr_mode_heat_cool,,Heat/cool,ความร้อน/เย็น,
cr_mode_dry,,Dry,แห้ง,
cr_mode_fan_only,,Fan only,พัดลมเท่านั้น,
cr_mode_low,,Low,ต่ำ,
cr_mode_medium,,Medium,ปานกลาง,
cr_mode_high,,High,สูง,
cr_mode_quiet,,Quiet,เงียบ,
cr_mode_boost,,Boost,บูสต์,
cr_mode_eco,,Eco,อีโค,
cr_mode_sleep,,Sleep,นอน,
cr_mode_manual,,Manual,คู่มือ,
cr_mode_vertical,,Vertical,แนวตั้ง,
cr_mode_horizontal,,Horizontal,แนวนอน,
cr_mode_both,,Both,ทั้งคู่,
cr_mode_up,,Up,ขึ้น,
cr_mode_down,,Down,ลง,
cr_mode_center,,Center,ศูนย์,
