key,item,english,translation,notes
settings_subtitle_header,,Choose whether the dashboard header is shown,"Wybierz, czy ma być wyświetlany nagłówek panelu kontrolnego",
settings_subtitle_theme,,"Color, contrast, mode, and corner styling","Kolor, kontrast, tryb i stylizacja narożników",
settings_subtitle_fonts,,"Size, weight, and typeface readability","Rozmiar, waga i czytelność kroju pisma",
settings_subtitle_nav_bar,,Choose which destinations are always within reach,"Wybierz, które miejsca docelowe są zawsze w zasięgu ręki",
settings_subtitle_media_players,,Names and mini-player visibility,Imiona i widoczność minigracza,
settings_subtitle_notifications,,"Push delivery, history, and service behavior","Dostawa push, historia i zachowanie usług",
settings_subtitle_backup_restore,,Protect or move your dashboard configuration,Chroń lub przenieś konfigurację pulpitu nawigacyjnego,
settings_subtitle_family_sharing,,"Parental controls, dashboard sharing, and recipient permissions","Kontrola rodzicielska, udostępnianie panelu i uprawnienia odbiorców",
settings_subtitle_about,,"The project, technology, and people behind HKI 7","Projekt, technologia i ludzie stojący za HKI 7",don't translate HKI 7
settings_subtitle_license,,Open-source community core and optional premium materials,Rdzeń społeczności typu open source i opcjonalne materiały premium,
settings_subtitle_support,,Ways to help HKI 7 grow without buying Premium,"Sposoby, aby pomóc HKI 7 rozwijać się bez kupowania Premium",don't translate HKI 7
notification_channel_general,,General,Ogólny,
location_channel_name,,Location sharing,Udostępnianie lokalizacji,
location_notification_title,,Home Assistant location,Home Assistant lokalizacja,don't translate Home Assistant
location_notification_text,,Sharing your location with Home Assistant,Udostępnianie swojej lokalizacji Home Assistant,don't translate Home Assistant
push_connection_channel_name,,Notification connection,Połączenie powiadomień,
push_connection_notification_title,,Connected to Home Assistant,Połączono z Home Assistant,don't translate Home Assistant
push_connection_notification_text,,Listening for notifications,Słuchanie powiadomień,
parcel_title,,Parcels,Paczki,
parcel_generic_carrier,,Carrier,Przewoźnik,
parcel_incoming,,Incoming,Przybywający,
parcel_delivered,,Delivered,Dostarczony,
parcel_outgoing,,Outgoing,Towarzyski,
parcel_letters,,Letters,Beletrystyka,
parcel_mail,,Mail,Poczta,
parcel_summary,,%1$d incoming · %2$d outgoing,%1$d przychodzące · %2$d wychodzące,app fills in %1$d %2$d — keep them
parcel_summary_with_letters,,%1$d incoming · %2$d outgoing · %3$d letters,%1$d przychodzące · %2$d wychodzące · %3$d litery,app fills in %1$d %2$d %3$d — keep them
parcel_carrier_summary_with_letters,,%1$d incoming · %2$d outgoing · %3$d letters,%1$d przychodzące · %2$d wychodzące · %3$d litery,app fills in %1$d %2$d %3$d — keep them
parcel_summary_with_letter_count,,%1$d incoming · %2$d outgoing · %3$s,%1$d przychodzące · %2$d wychodzące · %3$s,app fills in %1$d %2$d %3$s — keep them
parcel_tracking_history,,Tracking history,Historia śledzenia,
parcel_tracking_history_subtitle,,Parcel journey and status updates,Aktualizacje przesyłek i statusów,
parcel_choose_carrier_account,,Choose a carrier account,Wybierz konto operatora,
parcel_empty_tab,,No %1$s parcels.,Brak paczek %1$s.,app fills in %1$s — keep them
parcel_no_incoming,,No incoming parcels.,Brak przychodzących przesyłek.,
parcel_no_delivered,,No delivered parcels.,Brak dostarczonych przesyłek.,
parcel_no_outgoing,,No outgoing parcels.,Żadnych przesyłek wychodzących.,
parcel_stage_registered,,Registered,Zarejestrowany,
parcel_stage_sorting,,Sorting,Sortowanie,
parcel_stage_on_the_way,,On the way,W drodze,
parcel_unknown_status,,Unknown status,Nieznany stan,
parcel_status_in_transit,,In transit,W transporcie,
parcel_status_out_for_delivery,,Out for delivery,Wyszło do dostawy,
parcel_status_at_pickup_point,,Ready at pickup point,Gotowe w punkcie odbioru,
parcel_status_ready_to_send,,Ready to send,Gotowe do wysłania,
parcel_letter_preview,,Letter preview,Podgląd listu,
parcel_carriers,,Carriers,Przewoźnicy,
parcel_track_new,,Track a new %1$s parcel by number,Śledź nową paczkę %1$s według numeru,app fills in %1$s — keep them
parcel_choose_carrier,,Choose a carrier,Wybierz przewoźnika,
parcel_settings_subtitle,,"Carrier accounts, aggregation, and appearance","Konta przewoźników, agregacja i wygląd",
parcel_settings_accounts,,Accounts,Konta,
parcel_settings_organization,,Organization,Organizacja,
parcel_settings_appearance,,Appearance,Wygląd,
action_remove,,Remove,Usunąć,
notification_delete,,Delete notification,Usuń powiadomienie,
notification_mark_all_read,,Mark all as read,Oznacz wszystkie jako przeczytane,
notification_mark_all_unread,,Mark all as unread,Oznacz wszystkie jako nieprzeczytane,
notification_delete_all,,Delete all,Usuń wszystko,
notification_delete_all_archived,,Delete all archived,Usuń wszystkie zarchiwizowane,
notification_unread,,Unread,Niewykształcony,
notification_history,,History,Historia,
notification_mark_unread,,Mark as unread,Oznacz jako nieprzeczytane,
notification_mark_read,,Mark as read,Oznacz jako przeczytane,
notification_archive,,Archive,Archiwum,
notification_unarchive,,Unarchive,Cofnij archiwizację,
notification_delete_action,,Delete,Usuwać,
entity_search_select_items,,Select items,Wybierz elementy,
entity_search_choose_one,,Search and choose one entity,Wyszukaj i wybierz jeden podmiot,
entity_search_choose_multiple,,Search and select one or more entities,Wyszukaj i wybierz jeden lub więcej podmiotów,
global_search_title,,Search,Szukaj,
global_search_subtitle,,Find and control any Home Assistant device or entity,Znajdź i kontroluj dowolne urządzenie lub obiekt Home Assistant,don't translate Home Assistant
global_search_clear,,Clear search,Wyczyść wyszukiwanie,
global_search_no_devices,,No matching devices.,Brak pasujących urządzeń.,
global_search_no_entities,,No matching entities.,Brak pasujących elementów.,
security_title,,Security,Bezpieczeństwo,
security_subtitle,,Home status and activity,Stan domu i aktywność,
security_settings,,Security settings,Ustawienia zabezpieczeń,
security_entities,,Security entities,Podmioty zabezpieczające,
security_reimport,,Re-import,Ponowny import,
security_group_doors,,Doors,Drzwi,
security_group_doors_subtitle,,Door contacts,Kontakty drzwiowe,
security_group_windows,,Windows,Okna,
security_group_windows_subtitle,,Window contacts,Kontakty okienne,
security_group_openings,,Openings,Otwory,
security_group_openings_subtitle,,Garage doors and other openings,Bramy garażowe i inne otwory,
security_group_garage_doors,,Garage doors,Bramy garażowe,
security_group_garage_doors_subtitle,,Garage door covers,Osłony do bram garażowych,
security_group_covers,,Covers,Okładki,
security_group_covers_subtitle,,"Blinds, shutters, and gates","Żaluzje, rolety i bramy",
security_group_locks,,Locks,Zamki,
security_group_locks_subtitle,,Door and gate locks,Zamki do drzwi i bram,
security_group_motion,,Motion,Ruch,
security_group_motion_subtitle,,Motion detection,Wykrywanie ruchu,
security_group_presence,,Presence,Obecność,
security_group_presence_subtitle,,Occupancy sensors,Czujniki obecności,
security_group_fire,,Fire and temperature,Ogień i temperatura,
security_group_fire_subtitle,,"Fire, heat, cold, and safety alarms","Alarmy przeciwpożarowe, cieplne, zimne i bezpieczeństwa",
security_group_smoke,,Smoke,Dym,
security_group_smoke_subtitle,,Smoke detectors,Detektory dymu,
security_group_gas,,Gas,Gaz,
security_group_gas_subtitle,,Combustible gas sensors,Czujniki gazów palnych,
security_group_co2,,CO / CO₂,CO / CO₂,
security_group_co2_subtitle,,Carbon monoxide and carbon dioxide sensors,Czujniki tlenku i dwutlenku węgla,
security_group_moisture,,Leaks,Wycieki,
security_group_moisture_subtitle,,Moisture and water leaks,Wycieki wilgoci i wody,
security_group_sound,,Sound,Dźwięk,
security_group_sound_subtitle,,Sound and glass-break sensors,Czujniki dźwięku i stłuczenia szkła,
security_group_light,,Light detection,Wykrywanie światła,
security_group_light_subtitle,,Light and beam sensors,Czujniki światła i wiązki,
security_group_alarms,,Alarm systems,Systemy alarmowe,
security_group_alarms_subtitle,,Alarm control panels,Centrale alarmowe,
security_group_cameras,,Cameras,Kamery,
security_group_cameras_subtitle,,Camera feeds,Kanały z kamery,
security_no_search_active,,No search active · %1$s,Brak aktywnego wyszukiwania · %1$s,app fills in %1$s — keep them
security_status_alert,,Security alert,Alarm bezpieczeństwa,
security_status_alarm_pending,,Alarm pending,Alarm w toku,
security_status_changing_alarm,,Changing alarm mode,Zmiana trybu alarmu,
security_status_needs_attention,,Needs attention,Potrzebuje uwagi,
security_status_motion,,Motion detected,Wykryto ruch,
security_status_sensor_activity,,Sensor activity,Aktywność czujnika,
security_status_alarm_unavailable,,Alarm unavailable,Alarm niedostępny,
security_status_devices_unavailable,,Devices unavailable,Urządzenia niedostępne,
security_status_cameras_offline,,Cameras offline,Kamery offline,
security_status_all_secure,,All secure,Wszystko bezpieczne,
security_status_alarm_disarmed,,Alarm disarmed,Alarm rozbrojony,
security_status_all_clear,,All clear,Wszystko jasne,
security_status_no_data,,No security data,Brak danych bezpieczeństwa,
security_metric_openings,,Openings,Otwory,
security_metric_locked,,Locked,Zamknięty,
security_metric_cameras_online,,Cameras online,Kamery w Internecie,
security_card_title,,Security card,Karta bezpieczeństwa,
security_card_subtitle,,"Name, layout, and card appearance","Nazwa, układ i wygląd karty",
security_stat_total,,Total,Całkowity,
security_stat_active,,Active,Aktywny,
security_stat_clear,,Clear,Jasne,
security_cover_open,,Open,Otwarte,
security_cover_stop,,Stop,Zatrzymywać się,
security_cover_close,,Close,Zamknąć,
security_restore,,Restore,Przywrócić,
security_empty,,This is an empty security view. Swipe down on the header and open Security settings to add entities manually.,"To jest pusty widok bezpieczeństwa. Przesuń nagłówek w dół i otwórz Ustawienia zabezpieczeń, aby ręcznie dodać elementy.",
connection_stopping_for_restart,,Stopping for restart…,Zatrzymywanie w celu ponownego uruchomienia…,
connection_starting,,Home Assistant is starting…,Home Assistant rozpoczyna się…,don't translate Home Assistant
connection_restoring_dashboard,,Restoring your dashboard…,Przywracam pulpit nawigacyjny…,
connection_restarting,,Home Assistant is restarting…,Home Assistant uruchamia się ponownie…,don't translate Home Assistant
connection_auto_generating,,Auto-generating rooms and widgets…,Automatyczne generowanie pokoi i widżetów…,
connection_reconnecting,,Reconnecting to Home Assistant…,Ponowne łączenie z Home Assistant…,don't translate Home Assistant
connection_unavailable_retrying,,Unavailable · Retrying…,Niedostępne · Ponawianie próby…,
connection_paused,,Connection paused,Połączenie wstrzymane,
connection_connected,,Connected,Połączony,
connection_server_not_found,,Server address could not be found,Nie można znaleźć adresu serwera,
connection_timed_out,,Connection timed out,Upłynął limit czasu połączenia,
connection_no_route,,No network route to Home Assistant,Brak trasy sieciowej do Home Assistant,don't translate Home Assistant
connection_could_not_connect,,Could not connect to Home Assistant,Nie można połączyć się z Home Assistant,don't translate Home Assistant
connection_secure_failed,,Secure connection failed,Bezpieczne połączenie nie powiodło się,
connection_session_expired_refreshing,,Session expired · Refreshing login…,Sesja wygasła · Odświeżanie logowania…,
connection_interrupted,,Connection was interrupted,Połączenie zostało przerwane,
connection_error_title,,Connection error,Błąd połączenia,
connection_all_systems_normal,,All systems normal,Wszystkie systemy w normie,
action_undo,,Undo,Anulować,
action_redo,,Redo,Przerobić,
connection_route_local,,Local,Lokalny,
connection_route_nabu_casa,,Nabu Casa,Nabu Casa,don't translate Nabu Casa
connection_route_external,,External,Zewnętrzny,
settings_connection_via,,Connected via %1$s,Połączono przez %1$s,app fills in %1$s — keep them
settings_connection_unknown,,Unknown,Nieznany,
settings_connection_connecting,,Connecting…,Złączony…,
settings_this_home,,this home,ten dom,
settings_local_network_allowed,,Allowed,Dozwolony,
settings_local_network_not_allowed,,Not allowed — Home Assistant cannot be reached directly on your Wi-Fi,Niedozwolone — Home Assistant nie jest dostępne bezpośrednio w Twojej sieci Wi-Fi,don't translate Home Assistant
settings_current_wifi,,Current Wi-Fi,Aktualne Wi-Fi,
settings_wifi_unavailable,,Not connected or location permission is missing,Brak połączenia lub brak uprawnień do lokalizacji,
settings_just_now,,just now,właśnie,
settings_primary_app_language,,Primary application language,Podstawowy język aplikacji,
settings_android_build_configuration,,Android resources and build configuration,Zasoby Androida i konfiguracja kompilacji,
page_settings_default_title,,Page settings,Ustawienia strony,
page_settings_choose_area,,Choose an area to configure,Wybierz obszar do skonfigurowania,
page_settings_focused_options,,Focused options for this page area,Skoncentrowane opcje dla tego obszaru strony,
page_settings_header_description,,Wallpaper and custom header color,Tapeta i niestandardowy kolor nagłówka,
page_settings_custom_page_description,,"Name, subtitle, and navigation icon","Nazwa, podtytuł i ikona nawigacji",
page_settings_badge_bar,,Badge bar,Pasek odznaki,
page_settings_badge_description,,"Visibility, alignment, and display options","Opcje widoczności, wyrównania i wyświetlania",
page_settings_persons,,Persons,Osoby,
page_settings_persons_description,,Visibility and ordering,Widoczność i porządek,
page_settings_configure,,Configure,Skonfiguruj,
room_config_title,,Room configuration,Konfiguracja pokoju,
header_pill_left,,Left header pill,Lewa pigułka nagłówka,
header_pill_right,,Right header pill,Pigułka z prawym nagłówkiem,
alignment_split,,Split,Podział,
alignment_center,,Center,Centrum,
weather_cloudy,,Cloudy,Mętny,
home_default_markdown_content,,# Markdown\nOpen this widget's settings in **edit mode** to write your own content.,"# Przecena\nOtwórz ustawienia tego widżetu w **trybie edycji**, aby napisać własną treść.",\n = line break
home_settings_title,,Home settings,Ustawienia domowe,
custom_page_settings_title,,%1$s settings,Ustawienia %1$s,app fills in %1$s — keep them
home_empty,,This is the homepage. Add widgets by swiping down on the header and enabling edit mode.,"To jest strona główna. Dodaj widżety, przesuwając nagłówek w dół i włączając tryb edycji.",
custom_page_empty,,This page is empty. Add widgets by swiping down on the header and enabling edit mode.,"Ta strona jest pusta. Dodaj widżety, przesuwając nagłówek w dół i włączając tryb edycji.",
select_camera_title,,Select camera,Wybierz kamerę,
select_entity_title,,Select entity,Wybierz podmiot,
custom_camera_default_name,,Custom camera,Niestandardowy aparat,
rooms_settings_title,,Rooms settings,Ustawienia pokoi,
rooms_empty,,The rooms view is empty. Swipe down on the header and enable edit mode to add floors and rooms.,"Widok na pokoje jest pusty. Przesuń nagłówek w dół i włącz tryb edycji, aby dodać piętra i pokoje.",
floor_expand,,Expand floor,Rozwiń podłogę,
floor_collapse,,Collapse floor,Zwiń podłogę,
floor_settings_title,,Floor,Podłoga,
floor_settings_subtitle,,"Identity, layout, and card style","Tożsamość, układ i styl karty",
universal_effects,,Effects,Ruchomości,
universal_open_door,,Open door,Otwarte drzwi,
universal_vacuum_dock,,Dock,Dok,
universal_start,,Start,Start,
universal_pause,,Pause,Pauza,
universal_stop,,Stop,Zatrzymywać się,
universal_locate,,Locate,Lokalizować,
universal_room_number,,Room %1$d,Pokój %1$d,app fills in %1$d — keep them
core_optional_display_name,,Optional display name override,Opcjonalne zastąpienie nazwy wyświetlanej,
core_media_paused_track,,Paused: %1$s,Wstrzymano: %1$s,app fills in %1$s — keep them
core_percent_value,,%1$d percent,%1$d procent,app fills in %1$d — keep them
core_current_humidity,,Current humidity,Aktualna wilgotność,
core_tank_water_level,,Tank / water level,Poziom zbiornika/wody,
core_pm25,,PM2.5,"PM2,5",
core_error_code,,Error code,Kod błędu,
core_bucket_full,,Bucket full,Wiadro pełne,
core_clean_filter,,Clean filter,Wyczyść filtr,
core_ionizer,,Ionizer,Jonizator,
core_pump,,Pump,Pompa,
core_beep_on_command,,Beep on command,Sygnał dźwiękowy na polecenie,
core_dawn,,Dawn,Świt,
core_solar_noon,,Solar noon,Słoneczne południe,
core_dusk,,Dusk,Zmierzch,
core_icon_category_common,,Common,Wspólny,
core_icon_category_home,,Home,Dom,
core_icon_category_weather,,Weather,Pogoda,
core_icon_category_lock,,Lock,Zamek,
core_icon_category_people,,People,Ludzie,
core_icon_category_auto,,Automotive,Automobilowy,
core_icon_category_music,,Music,Muzyka,
core_icon_category_battery,,Battery,Bateria,
core_icon_category_nature,,Nature,Natura,
core_icon_category_places,,Places,Miejsca,
core_icon_category_food,,Food,Żywność,
core_icon_category_navigation,,Navigation,Nawigacja,
core_icon_category_devices,,Devices,Urządzenia,
core_icon_category_map,,Map,Mapa,
core_icon_category_media,,Media,Głoska bezdźwięczna,
core_icon_category_communication,,Communication,Komunikacja,
core_icon_category_health,,Health,Zdrowie,
core_icon_category_vehicles,,Vehicles,Pojazdy,
core_icon_category_buildings,,Buildings,Zabudowania,
core_icon_category_electrical,,Electrical,Elektryczny,
core_icon_category_sport,,Sport,Sport,
core_icon_category_objects,,Objects,Obiekty,
core_icon_category_commerce,,Commerce,Handel,
core_icon_category_games,,Games,Zawody sportowe,
core_icon_category_finance,,Finance,Finanse,
background_notification_channel_general,,General,Ogólny,
background_location_channel_name,,Location sharing,Udostępnianie lokalizacji,
background_location_channel_description,,Keeps your device location up to date in Home Assistant,Aktualizuje lokalizację Twojego urządzenia w Home Assistant,don't translate Home Assistant
background_location_notification_title,,Home Assistant location sharing,Home Assistant udostępnianie lokalizacji,don't translate Home Assistant
background_location_notification_text,,Sharing your location with Home Assistant,Udostępnianie swojej lokalizacji Home Assistant,don't translate Home Assistant
background_push_channel_name,,Notification connection,Połączenie powiadomień,
background_push_channel_description,,Keeps a background connection to Home Assistant for instant notifications,Utrzymuje połączenie w tle z Home Assistant w celu natychmiastowych powiadomień,don't translate Home Assistant
background_push_notification_title,,Connected to Home Assistant,Połączono z Home Assistant,don't translate Home Assistant
background_push_notification_text,,Waiting for notifications,Czekam na powiadomienia,
background_push_hide_action,,Hide this notification,Ukryj to powiadomienie,
button_style_centered,,Centered,Wyśrodkowany,
button_elements,,Elements,Elementy,
button_elements_description,,What appears on this button. Hide the name and state for an icon on its own.,Co pojawia się na tym przycisku. Ukryj nazwę i stan samej ikony.,
stack_elements_title,,Elements on every button in this stack,Elementy na każdym przycisku w tym stosie,
stack_elements_description,,"These apply to the whole stack, not to one button. Turning something off here hides it on every button in the stack; leaving it on lets each button decide for itself in its own settings.","Odnoszą się one do całego stosu, a nie do jednego przycisku. Wyłączenie czegoś tutaj powoduje ukrycie tego na każdym przycisku na stosie; pozostawienie tej opcji włączonej pozwoli każdemu przyciskowi samodzielnie decydować o jego własnych ustawieniach.",
button_element_icon,,Icon,Ikona,
button_element_name,,Name,Nazwa,
button_element_state,,State,Państwo,
stack_show_title,,Show name,Pokaż nazwę,
stack_show_title_description,,Turn off for a stack with no heading at all.,Wyłącz dla stosu bez nagłówka.,
stack_show_icon,,Show icon,Pokaż ikonę,
stack_show_icon_description,,The icon beside the heading.,Ikona obok nagłówka.,
stack_center_title,,Center the heading,Wyśrodkuj nagłówek,
stack_center_title_description,,Puts the icon and name in the middle instead of against the left edge.,Umieszcza ikonę i nazwę na środku zamiast przy lewej krawędzi.,
cr_state_on,,On,NA,
cr_state_off,,Off,Wyłączony,
cr_open,,Open,Otwarte,
cr_close,,Close,Zamknąć,
cr_stop,,Stop,Zatrzymywać się,
cr_closed,,Closed,Zamknięte,
cr_opening,,Opening,Otwór,
cr_closing,,Closing,Zamknięcie,
cr_locked,,Locked,Zamknięty,
cr_unlocked,,Unlocked,Odblokowany,
cr_unavailable,,Unavailable,Nie płynny,
cr_unknown,,Unknown,Nieznany,
cr_idle,,Idle,Bezczynny,
cr_home,,Home,Dom,
cr_away,,Away,Z dala,
cr_cleaning,,Cleaning,Czyszczenie,
cr_returning,,Returning,Powracający,
cr_paused,,Paused,Wstrzymano,
cr_error,,Error,Błąd,
cr_playing,,Playing,Gra,
cr_buffering,,Buffering,Buforowanie,
cr_standby,,Standby,Gotowość,
cr_humidifying,,Humidifying,Nawilżanie,
cr_drying,,Drying,Wysuszenie,
cr_detected,,Detected,Wykryto,
cr_clear,,Clear,Jasne,
cr_problem,,Problem,Problem,
cr_ok,,OK,OK,
cr_low,,Low,Niski,
cr_normal,,Normal,Normalna,
cr_connected,,Connected,Połączony,
cr_disconnected,,Disconnected,Bezładny,
cr_plugged_in,,Plugged in,Podłączony,
cr_unplugged,,Unplugged,Odłączony,
cr_wet,,Wet,Mokry,
cr_dry,,Dry,Suchy,
cr_none,,None,Nic,
cr_any,,Any,Każdy,
cr_remove,,Remove,Usunąć,
cr_restore,,Restore,Przywrócić,
cr_general,,General,Ogólny,
cr_identity,,Identity,Tożsamość,
cr_appearance,,Appearance,Wygląd,
cr_layout,,Layout,Układ,
cr_behavior,,Behavior,Zachowanie,
cr_profiles,,Profiles,Profile,
cr_playback,,Playback,Odtwarzanie nagranego dźwięku,
cr_content,,Content,Treść,
cr_actions,,Actions,Działania,
cr_protection,,Protection,Ochrona,
cr_power,,Power,Moc,
cr_brightness,,Brightness,Jasność,
cr_temperature,,Temperature,Temperatura,
cr_color,,Color,Kolor,
cr_min,,Min,Min,
cr_avg,,Avg,Śr,
cr_max,,Max,Maks,
cr_now,,Now,Teraz,
cr_lowest,,Lowest,Najniższy,
cr_average,,Average,Przeciętny,
cr_highest,,Highest,Najwyższy,
cr_live,,Live,Na żywo,
cr_once,,Once,Raz,
cr_daily,,Daily,Codziennie,
cr_weekly,,Weekly,Tygodnik,
cr_monthly,,Monthly,Miesięczny,
cr_yearly,,Yearly,Rocznie,
cr_action_tap,,Tap,Uzyskiwać,
cr_action_double_tap,,Double tap,Kliknij dwukrotnie,
cr_action_hold,,Hold,Trzymać,
cr_mode,,Mode,Tryb,
cr_mode_auto,,Auto,Automatyczny,
cr_mode_heat,,Heat,Ciepło,
cr_mode_cool,,Cool,Fajny,
cr_mode_heat_cool,,Heat/cool,Ogrzewanie/chłodzenie,
cr_mode_dry,,Dry,Suchy,
cr_mode_fan_only,,Fan only,Tylko wentylator,
cr_mode_low,,Low,Niski,
cr_mode_medium,,Medium,Średni,
cr_mode_high,,High,Wysoki,
cr_mode_quiet,,Quiet,Cichy,
cr_mode_boost,,Boost,Zwiększyć,
cr_mode_eco,,Eco,Eko,
cr_mode_sleep,,Sleep,Spać,
cr_mode_manual,,Manual,Podręcznik,
cr_mode_vertical,,Vertical,Pionowy,
cr_mode_horizontal,,Horizontal,Poziomy,
cr_mode_both,,Both,Obydwa,
cr_mode_up,,Up,W górę,
cr_mode_down,,Down,W dół,
cr_mode_center,,Center,Centrum,
cr_mode_left,,Left,Lewy,
cr_mode_right,,Right,Prawidłowy,
cr_climate_fan,,Fan,Wentylator,
cr_climate_vertical_airflow,,Vertical airflow,Pionowy przepływ powietrza,
cr_climate_horizontal_airflow,,Horizontal airflow,Poziomy przepływ powietrza,
cr_climate_preset,,Preset,Wstępnie ustawione,
cr_fan_speed,,Fan speed,Prędkość wentylatora,
cr_speed,,Speed,Prędkość,
cr_lower_target,,Lower target,Niższy cel,
cr_raise_target,,Raise target,Podnieś cel,
cr_climate_temperature,,Temperature,Temperatura,
cr_climate_all_temperature_sensors,,All temperature sensors,Wszystkie czujniki temperatury,
cr_climate_outside,,Outside,Poza,
cr_climate_outside_summary,,"Outdoor temperature, humidity, and pressure","Temperatura zewnętrzna, wilgotność i ciśnienie",
cr_climate_humidity,,Humidity,Wilgotność,
cr_climate_all_humidity_sensors,,All humidity sensors,Wszystkie czujniki wilgotności,
cr_climate_air_pressure,,Air pressure,Ciśnienie powietrza,
cr_climate_all_pressure_sensors,,All air-pressure sensors,Wszystkie czujniki ciśnienia powietrza,
cr_climate_co2,,CO₂,CO₂,
cr_climate_carbon_dioxide_sensors,,Carbon-dioxide sensors,Czujniki dwutlenku węgla,
cr_climate_air_quality,,Air quality,Jakość powietrza,
cr_climate_air_quality_summary,,"Particulates, AQI, VOCs, and gases","Cząstki stałe, AQI, LZO i gazy",
cr_climate_entities,,Climate entities,Podmioty klimatyczne,
cr_climate_settings,,Climate settings,Ustawienia klimatyczne,
cr_empty_climate_view,,No climate data is available yet.,Nie są jeszcze dostępne żadne dane klimatyczne.,
cr_climate_fans,,Fans,Fani,
cr_climate_air_purifiers,,Air purifiers,Oczyszczacze powietrza,
cr_climate_humidifiers,,Humidifiers,Nawilżacze,
cr_temperature_sensors,,Temperature sensors,Czujniki temperatury,
cr_devices_active,,Devices active,Urządzenia aktywne,
cr_active_of_total,,%1$d of %2$d active,%1$d z %2$d aktywne,app fills in %1$d %2$d — keep them
cr_no_search_active,,No active search · %1$s,Brak aktywnego wyszukiwania · %1$s,app fills in %1$s — keep them
cr_collapse_search,,Collapse search,Zwiń wyszukiwanie,
cr_expand_search,,Expand search,Rozwiń wyszukiwanie,
cr_custom_order,,Custom order,Zamówienie niestandardowe,
cr_name_a_z,,Name A–Z,Nazwa A–Z,
cr_name_z_a,,Name Z–A,Imię Z–A,
cr_climate_device,,Climate device,Urządzenie klimatyczne,
cr_climate_device_subtitle,,"Name, icon, card style, and width","Nazwa, ikona, styl karty i szerokość",
cr_widget_requires_f1,,"Needs the F1 Sensor integration, which was not found on your Home Assistant","Wymaga integracji czujnika F1, której nie znaleziono w Twoim Home Assistant",don't translate Home Assistant
cr_widget_requires_parcels,,"Needs a parcel integration, and none was found on your Home Assistant","Wymaga integracji paczek, a na Twoim Home Assistant nie znaleziono żadnej",don't translate Home Assistant
cr_widget_requires_waste,,"Needs a waste collection integration, and none was found on your Home Assistant","Wymaga integracji zbiórki odpadów, a na Twoim Home Assistant nie znaleziono żadnej",don't translate Home Assistant
cr_people_here_title,,Who is here,Kto tu jest,
cr_people_here_empty,,Nobody is being tracked in this room right now.,W tej chwili nikt nie jest śledzony w tym pokoju.,
cr_people_here_unknown_room,,Room unknown,Pokój nieznany,
cr_button_exclude_counters,,Leave out of counters,Wyjdź z liczników,
cr_button_exclude_counters_hint,,"Keep the button, but stop it counting towards this room’s Lights and Devices totals","Zachowaj przycisk, ale przestań go wliczać do sumy świateł i urządzeń w tym pokoju",
cr_count_with_average,,%1$s · avg %2$s%3$s,%1$s · średnio %2$s%3$s,app fills in %1$s %2$s %3$s — keep them
cr_outside_temperature,,Outside temperature,Temperatura zewnętrzna,
