key,item,english,translation,notes
settings_subtitle_about,,"The project, technology, and people behind HKI 7","Le projet, la technologie et les personnes derrière HKI 7",don't translate HKI 7
settings_subtitle_license,,Open-source community core and optional premium materials,Noyau communautaire open source et matériaux premium en option,
settings_subtitle_support,,Ways to help HKI 7 grow without buying Premium,Comment aider HKI 7 à se développer sans acheter Premium,don't translate HKI 7
notification_channel_general,,General,Général,
location_channel_name,,Location sharing,Partage de position,
location_notification_title,,Home Assistant location,Position Home Assistant,don't translate Home Assistant
location_notification_text,,Sharing your location with Home Assistant,Partage de votre position avec Home Assistant,don't translate Home Assistant
push_connection_channel_name,,Notification connection,Connexion des notifications,
push_connection_notification_title,,Connected to Home Assistant,Connecté à Home Assistant,don't translate Home Assistant
push_connection_notification_text,,Listening for notifications,En attente de notifications,
parcel_title,,Parcels,Colis,
parcel_generic_carrier,,Carrier,Transporteur,
parcel_incoming,,Incoming,Entrants,
parcel_delivered,,Delivered,Livrés,
parcel_outgoing,,Outgoing,Sortants,
parcel_letters,,Letters,Lettres,
parcel_mail,,Mail,Courrier,
parcel_summary,,%1$d incoming · %2$d outgoing,%1$d entrants · %2$d sortants,app fills in %1$d %2$d — keep them
parcel_summary_with_letters,,%1$d incoming · %2$d outgoing · %3$d letters,%1$d entrants · %2$d sortants · %3$d lettres,app fills in %1$d %2$d %3$d — keep them
parcel_carrier_summary_with_letters,,%1$d incoming · %2$d outgoing · %3$d letters,%1$d entrants · %2$d sortants · %3$d lettres,app fills in %1$d %2$d %3$d — keep them
parcel_summary_with_letter_count,,%1$d incoming · %2$d outgoing · %3$s,%1$d entrants · %2$d sortants · %3$s,app fills in %1$d %2$d %3$s — keep them
parcel_tracking_history,,Tracking history,Historique du suivi,
parcel_tracking_history_subtitle,,Parcel journey and status updates,Parcours du colis et mises à jour de son état,
parcel_choose_carrier_account,,Choose a carrier account,Choisir un compte de transporteur,
parcel_empty_tab,,No %1$s parcels.,Aucun colis dans « %1$s ».,app fills in %1$s — keep them
parcel_no_incoming,,No incoming parcels.,Aucun colis entrant.,
parcel_no_delivered,,No delivered parcels.,Aucun colis livré.,
parcel_no_outgoing,,No outgoing parcels.,Aucun colis sortant.,
parcel_stage_registered,,Registered,Enregistré,
parcel_stage_sorting,,Sorting,En cours de tri,
parcel_stage_on_the_way,,On the way,En route,
parcel_unknown_status,,Unknown status,État inconnu,
parcel_status_in_transit,,In transit,En transit,
parcel_status_out_for_delivery,,Out for delivery,En cours de livraison,
parcel_status_at_pickup_point,,Ready at pickup point,Prêt au point de retrait,
parcel_status_ready_to_send,,Ready to send,Prêt à expédier,
parcel_letter_preview,,Letter preview,Aperçu de la lettre,
parcel_carriers,,Carriers,Transporteurs,
parcel_track_new,,Track a new %1$s parcel by number,Suivre un nouveau colis %1$s avec son numéro,app fills in %1$s — keep them
parcel_choose_carrier,,Choose a carrier,Choisir un transporteur,
parcel_settings_subtitle,,"Carrier accounts, aggregation, and appearance","Comptes des transporteurs, regroupement et apparence",
parcel_settings_accounts,,Accounts,Comptes,
parcel_settings_organization,,Organization,Organisation,
parcel_settings_appearance,,Appearance,Apparence,
action_remove,,Remove,Retirer,
notification_delete,,Delete notification,Supprimer la notification,
notification_mark_all_read,,Mark all as read,Tout marquer comme lu,
notification_mark_all_unread,,Mark all as unread,Tout marquer comme non lu,
notification_delete_all,,Delete all,Tout supprimer,
notification_delete_all_archived,,Delete all archived,Supprimer toutes les notifications archivées,
notification_unread,,Unread,Non lu,
notification_history,,History,Historique,
notification_mark_unread,,Mark as unread,Marquer comme non lu,
notification_mark_read,,Mark as read,Marquer comme lu,
notification_archive,,Archive,Archiver,
notification_unarchive,,Unarchive,Désarchiver,
notification_delete_action,,Delete,Supprimer,
entity_search_select_items,,Select items,Sélectionner des éléments,
entity_search_choose_one,,Search and choose one entity,Rechercher et choisir une entité,
entity_search_choose_multiple,,Search and select one or more entities,Rechercher et sélectionner une ou plusieurs entités,
global_search_title,,Search,Recherche,
global_search_subtitle,,Find and control any Home Assistant device or entity,Trouve et contrôle n’importe quel appareil ou entité Home Assistant,don't translate Home Assistant
global_search_clear,,Clear search,Effacer la recherche,
global_search_no_devices,,No matching devices.,Aucun appareil correspondant.,
global_search_no_entities,,No matching entities.,Aucune entité correspondante.,
security_title,,Security,Sécurité,
security_subtitle,,Home status and activity,État et activité du domicile,
security_settings,,Security settings,Paramètres de sécurité,
security_entities,,Security entities,Entités de sécurité,
security_reimport,,Re-import,Réimporter,
security_group_doors,,Doors,Portes,
security_group_doors_subtitle,,Door contacts,Contacts de porte,
security_group_windows,,Windows,Fenêtres,
security_group_windows_subtitle,,Window contacts,Contacts de fenêtre,
security_group_openings,,Openings,Ouvertures,
security_group_openings_subtitle,,Garage doors and other openings,Portes de garage et autres ouvertures,
security_group_garage_doors,,Garage doors,Portes de garage,
security_group_garage_doors_subtitle,,Garage door covers,Commandes de porte de garage,
security_group_covers,,Covers,Ouvrants,
security_group_covers_subtitle,,"Blinds, shutters, and gates","Stores, volets et portails",
security_group_locks,,Locks,Serrures,
security_group_locks_subtitle,,Door and gate locks,Serrures de portes et portails,
security_group_motion,,Motion,Mouvement,
security_group_motion_subtitle,,Motion detection,Détection de mouvement,
security_group_presence,,Presence,Présence,
security_group_presence_subtitle,,Occupancy sensors,Capteurs de présence,
security_group_fire,,Fire and temperature,Incendie et température,
security_group_fire_subtitle,,"Fire, heat, cold, and safety alarms","Alarmes incendie, chaleur, froid et sécurité",
security_group_smoke,,Smoke,Fumée,
security_group_smoke_subtitle,,Smoke detectors,Détecteurs de fumée,
security_group_gas,,Gas,Gaz,
security_group_gas_subtitle,,Combustible gas sensors,Capteurs de gaz combustibles,
security_group_co2,,CO / CO₂,CO / CO₂,
security_group_co2_subtitle,,Carbon monoxide and carbon dioxide sensors,Capteurs de monoxyde de carbone et de dioxyde de carbone,
security_group_moisture,,Leaks,Fuites,
security_group_moisture_subtitle,,Moisture and water leaks,Capteurs d’humidité et de fuite d’eau,
security_group_sound,,Sound,Son,
security_group_sound_subtitle,,Sound and glass-break sensors,Capteurs de son et de bris de vitre,
security_group_light,,Light detection,Détection de lumière,
security_group_light_subtitle,,Light and beam sensors,Capteurs de lumière et de faisceau,
security_group_alarms,,Alarm systems,Systèmes d’alarme,
security_group_alarms_subtitle,,Alarm control panels,Centrales d’alarme,
security_group_cameras,,Cameras,Caméras,
security_group_cameras_subtitle,,Camera feeds,Flux des caméras,
security_no_search_active,,No search active · %1$s,Aucune recherche active · %1$s,app fills in %1$s — keep them
security_status_alert,,Security alert,Alerte de sécurité,
security_status_alarm_pending,,Alarm pending,Alarme en cours d’armement,
security_status_changing_alarm,,Changing alarm mode,Changement du mode d’alarme,
security_status_needs_attention,,Needs attention,Attention requise,
security_status_motion,,Motion detected,Mouvement détecté,
security_status_sensor_activity,,Sensor activity,Activité des capteurs,
security_status_alarm_unavailable,,Alarm unavailable,Alarme indisponible,
security_status_devices_unavailable,,Devices unavailable,Appareils indisponibles,
security_status_cameras_offline,,Cameras offline,Caméras hors ligne,
security_status_all_secure,,All secure,Tout est sécurisé,
security_status_alarm_disarmed,,Alarm disarmed,Alarme désarmée,
security_status_all_clear,,All clear,Tout est normal,
security_status_no_data,,No security data,Aucune donnée de sécurité,
security_metric_openings,,Openings,Ouvertures,
security_metric_locked,,Locked,Verrouillés,
security_metric_cameras_online,,Cameras online,Caméras en ligne,
security_card_title,,Security card,Carte de sécurité,
security_card_subtitle,,"Name, layout, and card appearance","Nom, mise en page et apparence de la carte",
security_stat_total,,Total,Total,
security_stat_active,,Active,Actifs,
security_stat_clear,,Clear,Aucun problème,
security_cover_open,,Open,Ouvrir,
security_cover_stop,,Stop,Arrêter,
security_cover_close,,Close,Fermer,
security_restore,,Restore,Restaurer,
security_empty,,This is an empty security view. Swipe down on the header and open Security settings to add entities manually.,Cette vue de sécurité est vide. Balaye l’en-tête vers le bas et ouvre les paramètres de sécurité pour ajouter des entités manuellement.,
connection_stopping_for_restart,,Stopping for restart…,Arrêt en vue du redémarrage…,
connection_starting,,Home Assistant is starting…,Home Assistant démarre…,don't translate Home Assistant
connection_restoring_dashboard,,Restoring your dashboard…,Restauration de ton tableau de bord…,
connection_restarting,,Home Assistant is restarting…,Home Assistant redémarre…,don't translate Home Assistant
connection_auto_generating,,Auto-generating rooms and widgets…,Création automatique des pièces et des widgets…,
connection_reconnecting,,Reconnecting to Home Assistant…,Reconnexion à Home Assistant…,don't translate Home Assistant
connection_unavailable_retrying,,Unavailable · Retrying…,Indisponible · Nouvelle tentative…,
connection_paused,,Connection paused,Connexion en pause,
connection_connected,,Connected,Connecté,
connection_server_not_found,,Server address could not be found,Adresse du serveur introuvable,
connection_timed_out,,Connection timed out,Délai de connexion dépassé,
connection_no_route,,No network route to Home Assistant,Aucun chemin réseau vers Home Assistant,don't translate Home Assistant
connection_could_not_connect,,Could not connect to Home Assistant,Impossible de se connecter à Home Assistant,don't translate Home Assistant
connection_secure_failed,,Secure connection failed,Échec de la connexion sécurisée,
connection_session_expired_refreshing,,Session expired · Refreshing login…,Session expirée · Actualisation de la connexion…,
connection_interrupted,,Connection was interrupted,La connexion a été interrompue,
connection_error_title,,Connection error,Erreur de connexion,
connection_all_systems_normal,,All systems normal,Tout fonctionne normalement,
action_undo,,Undo,Annuler,
action_redo,,Redo,Rétablir,
connection_route_local,,Local,Locale,
connection_route_nabu_casa,,Nabu Casa,Nabu Casa,don't translate Nabu Casa
connection_route_external,,External,Externe,
settings_connection_via,,Connected via %1$s,Connecté via %1$s,app fills in %1$s — keep them
settings_connection_unknown,,Unknown,Inconnu,
settings_connection_connecting,,Connecting…,Connexion…,
settings_this_home,,this home,ce domicile,
settings_local_network_allowed,,Allowed,Autorisé,
settings_local_network_not_allowed,,Not allowed — Home Assistant cannot be reached directly on your Wi-Fi,Non autorisé — Home Assistant n'est pas joignable directement sur votre réseau Wi-Fi,don't translate Home Assistant
settings_current_wifi,,Current Wi-Fi,Wi-Fi actuel,
settings_wifi_unavailable,,Not connected or location permission is missing,Non connecté ou autorisation de localisation manquante,
settings_just_now,,just now,à l’instant,
settings_primary_app_language,,Primary application language,Langue principale de l’application,
settings_android_build_configuration,,Android resources and build configuration,Ressources Android et configuration de compilation,
page_settings_default_title,,Page settings,Paramètres de la page,
page_settings_choose_area,,Choose an area to configure,Choisir une zone à configurer,
page_settings_focused_options,,Focused options for this page area,Options propres à cette zone de la page,
page_settings_header_description,,Wallpaper and custom header color,Fond d’écran et couleur d’en-tête personnalisée,
page_settings_custom_page_description,,"Name, subtitle, and navigation icon","Nom, sous-titre et icône de navigation",
page_settings_badge_bar,,Badge bar,Barre de badges,
page_settings_badge_description,,"Visibility, alignment, and display options","Visibilité, alignement et options d’affichage",
page_settings_persons,,Persons,Personnes,
page_settings_persons_description,,Visibility and ordering,Visibilité et ordre,
page_settings_configure,,Configure,Configurer,
room_config_title,,Room configuration,Configuration de la pièce,
header_pill_left,,Left header pill,Pastille d’en-tête gauche,
header_pill_right,,Right header pill,Pastille d’en-tête droite,
alignment_split,,Split,Réparti,
alignment_center,,Center,Centré,
weather_cloudy,,Cloudy,Nuageux,
home_default_markdown_content,,# Markdown\nOpen this widget's settings in **edit mode** to write your own content.,# Markdown\nOuvre les paramètres de ce widget en **mode édition** pour rédiger ton propre contenu.,\n = line break
home_settings_title,,Home settings,Paramètres de l’accueil,
custom_page_settings_title,,%1$s settings,Paramètres de %1$s,app fills in %1$s — keep them
home_empty,,This is the homepage. Add widgets by swiping down on the header and enabling edit mode.,Voici la page d’accueil. Balaye l’en-tête vers le bas et active le mode édition pour ajouter des widgets.,
custom_page_empty,,This page is empty. Add widgets by swiping down on the header and enabling edit mode.,Cette page est vide. Balaye l’en-tête vers le bas et active le mode édition pour ajouter des widgets.,
select_camera_title,,Select camera,Sélectionner une caméra,
select_entity_title,,Select entity,Sélectionner une entité,
custom_camera_default_name,,Custom camera,Caméra personnalisée,
rooms_settings_title,,Rooms settings,Paramètres des pièces,
rooms_empty,,The rooms view is empty. Swipe down on the header and enable edit mode to add floors and rooms.,La vue des pièces est vide. Balaye l’en-tête vers le bas et active le mode édition pour ajouter des étages et des pièces.,
floor_expand,,Expand floor,Déplier l’étage,
floor_collapse,,Collapse floor,Replier l’étage,
floor_settings_title,,Floor,Étage,
floor_settings_subtitle,,"Identity, layout, and card style","Identité, mise en page et style de carte",
universal_effects,,Effects,Effets,
universal_open_door,,Open door,Ouvrir la porte,
universal_vacuum_dock,,Dock,Station de recharge,
universal_start,,Start,Démarrer,
universal_pause,,Pause,Pause,
universal_stop,,Stop,Arrêter,
universal_locate,,Locate,Localiser,
universal_room_number,,Room %1$d,Pièce %1$d,app fills in %1$d — keep them
core_optional_display_name,,Optional display name override,Nom d’affichage personnalisé facultatif,
core_media_paused_track,,Paused: %1$s,En pause : %1$s,app fills in %1$s — keep them
core_percent_value,,%1$d percent,%1$d pour cent,app fills in %1$d — keep them
core_current_humidity,,Current humidity,Humidité actuelle,
core_tank_water_level,,Tank / water level,Niveau du réservoir / de l’eau,
core_pm25,,PM2.5,PM2.5,
core_error_code,,Error code,Code d’erreur,
core_bucket_full,,Bucket full,Bac plein,
core_clean_filter,,Clean filter,Nettoyer le filtre,
core_ionizer,,Ionizer,Ioniseur,
core_pump,,Pump,Pompe,
core_beep_on_command,,Beep on command,Bip à la commande,
core_dawn,,Dawn,Aube,
core_solar_noon,,Solar noon,Midi solaire,
core_dusk,,Dusk,Crépuscule,
core_icon_category_common,,Common,Général,
core_icon_category_home,,Home,Maison,
core_icon_category_weather,,Weather,Météo,
core_icon_category_lock,,Lock,Serrure,
core_icon_category_people,,People,Personnes,
core_icon_category_auto,,Automotive,Automobile,
core_icon_category_music,,Music,Musique,
core_icon_category_battery,,Battery,Batterie,
core_icon_category_nature,,Nature,Nature,
core_icon_category_places,,Places,Lieux,
core_icon_category_food,,Food,Alimentation,
core_icon_category_navigation,,Navigation,Navigation,
core_icon_category_devices,,Devices,Appareils,
core_icon_category_map,,Map,Carte,
core_icon_category_media,,Media,Médias,
core_icon_category_communication,,Communication,Communication,
core_icon_category_health,,Health,Santé,
core_icon_category_vehicles,,Vehicles,Véhicules,
core_icon_category_buildings,,Buildings,Bâtiments,
core_icon_category_electrical,,Electrical,Électricité,
core_icon_category_sport,,Sport,Sport,
core_icon_category_objects,,Objects,Objets,
core_icon_category_commerce,,Commerce,Commerce,
core_icon_category_games,,Games,Jeux,
core_icon_category_finance,,Finance,Finances,
background_notification_channel_general,,General,Général,
background_location_channel_name,,Location sharing,Partage de position,
background_location_channel_description,,Keeps your device location up to date in Home Assistant,Maintient la position de votre appareil à jour dans Home Assistant,don't translate Home Assistant
background_location_notification_title,,Home Assistant location sharing,Partage de position avec Home Assistant,don't translate Home Assistant
background_location_notification_text,,Sharing your location with Home Assistant,Votre position est partagée avec Home Assistant,don't translate Home Assistant
background_push_channel_name,,Notification connection,Connexion aux notifications,
background_push_channel_description,,Keeps a background connection to Home Assistant for instant notifications,Maintient une connexion à Home Assistant en arrière-plan pour recevoir les notifications instantanément,don't translate Home Assistant
background_push_notification_title,,Connected to Home Assistant,Connecté à Home Assistant,don't translate Home Assistant
background_push_notification_text,,Waiting for notifications,En attente de notifications,
background_push_hide_action,,Hide this notification,Masquer cette notification,
button_style_centered,,Centered,Centré,
button_elements,,Elements,Éléments,
button_elements_description,,What appears on this button. Hide the name and state for an icon on its own.,Ce qui apparaît sur ce bouton. Masquez le nom et l’état d’une icône seule.,
stack_elements_title,,Elements on every button in this stack,Éléments sur chaque bouton de cette pile,
stack_elements_description,,"These apply to the whole stack, not to one button. Turning something off here hides it on every button in the stack; leaving it on lets each button decide for itself in its own settings.",Celles-ci s'appliquent à l'ensemble de la pile et non à un seul bouton. Désactiver quelque chose ici le cache sur chaque bouton de la pile ; le laisser activé permet à chaque bouton de décider lui-même dans ses propres paramètres.,
button_element_icon,,Icon,Icône,
button_element_name,,Name,Nom,
button_element_state,,State,État,
stack_show_title,,Show name,Afficher le nom,
stack_show_title_description,,Turn off for a stack with no heading at all.,Désactivez-la pour une pile sans aucun titre.,
stack_show_icon,,Show icon,Afficher l'icône,
stack_show_icon_description,,The icon beside the heading.,L'icône à côté du titre.,
stack_center_title,,Center the heading,Centrer le titre,
stack_center_title_description,,Puts the icon and name in the middle instead of against the left edge.,Place l'icône et le nom au milieu plutôt que contre le bord gauche.,
cr_state_on,,On,Activé,
cr_state_off,,Off,Désactivé,
cr_open,,Open,Ouvrir,
cr_close,,Close,Fermer,
cr_stop,,Stop,Arrêter,
cr_closed,,Closed,Fermé,
cr_opening,,Opening,Ouverture,
cr_closing,,Closing,Fermeture,
cr_locked,,Locked,Verrouillé,
cr_unlocked,,Unlocked,Déverrouillé,
cr_unavailable,,Unavailable,Indisponible,
cr_unknown,,Unknown,Inconnu,
cr_idle,,Idle,Inactif,
cr_home,,Home,À la maison,
cr_away,,Away,Absent,
cr_cleaning,,Cleaning,Nettoyage,
cr_returning,,Returning,Retour à la base,
cr_paused,,Paused,En pause,
cr_error,,Error,Erreur,
cr_playing,,Playing,Lecture,
cr_buffering,,Buffering,Mise en mémoire tampon,
cr_standby,,Standby,En veille,
cr_humidifying,,Humidifying,Humidification,
cr_drying,,Drying,Séchage,
cr_detected,,Detected,Détecté,
cr_clear,,Clear,Dégagé,
cr_problem,,Problem,Problème,
cr_ok,,OK,OK,
cr_low,,Low,Faible,
cr_normal,,Normal,Normal,
cr_connected,,Connected,Connecté,
cr_disconnected,,Disconnected,Déconnecté,
cr_plugged_in,,Plugged in,Branché,
cr_unplugged,,Unplugged,Débranché,
cr_wet,,Wet,Humide,
cr_dry,,Dry,Sec,
cr_none,,None,Aucun,
cr_any,,Any,Sans limite,
cr_remove,,Remove,Supprimer,
cr_restore,,Restore,Restaurer,
cr_general,,General,Général,
cr_identity,,Identity,Identité,
cr_appearance,,Appearance,Apparence,
cr_layout,,Layout,Disposition,
cr_behavior,,Behavior,Comportement,
cr_profiles,,Profiles,Profils,
cr_playback,,Playback,Lecture,
cr_content,,Content,Contenu,
cr_actions,,Actions,Actions,
cr_protection,,Protection,Protection,
cr_power,,Power,Alimentation,
cr_brightness,,Brightness,Luminosité,
cr_temperature,,Temperature,Température,
cr_color,,Color,Couleur,
cr_min,,Min,Min.,
cr_avg,,Avg,Moy.,
cr_max,,Max,Max.,
cr_now,,Now,Maintenant,
cr_lowest,,Lowest,Minimum,
cr_average,,Average,Moyenne,
cr_highest,,Highest,Maximum,
cr_live,,Live,En direct,
cr_once,,Once,Une fois,
cr_daily,,Daily,Tous les jours,
cr_weekly,,Weekly,Toutes les semaines,
cr_monthly,,Monthly,Tous les mois,
cr_yearly,,Yearly,Tous les ans,
cr_action_tap,,Tap,Appui,
cr_action_double_tap,,Double tap,Double appui,
cr_action_hold,,Hold,Appui long,
cr_mode,,Mode,Mode,
cr_mode_auto,,Auto,Auto,
cr_mode_heat,,Heat,Chauffage,
cr_mode_cool,,Cool,Climatisation,
cr_mode_heat_cool,,Heat/cool,Chauffage/climatisation,
cr_mode_dry,,Dry,Déshumidification,
cr_mode_fan_only,,Fan only,Ventilation seule,
cr_mode_low,,Low,Faible,
cr_mode_medium,,Medium,Moyenne,
cr_mode_high,,High,Élevée,
cr_mode_quiet,,Quiet,Silencieux,
cr_mode_boost,,Boost,Turbo,
cr_mode_eco,,Eco,Éco,
cr_mode_sleep,,Sleep,Nuit,
cr_mode_manual,,Manual,Manuel,
cr_mode_vertical,,Vertical,Vertical,
cr_mode_horizontal,,Horizontal,Horizontal,
cr_mode_both,,Both,Les deux,
cr_mode_up,,Up,Haut,
cr_mode_down,,Down,Bas,
cr_mode_center,,Center,Centre,
cr_mode_left,,Left,Gauche,
cr_mode_right,,Right,Droite,
cr_climate_fan,,Fan,Ventilateur,
cr_climate_vertical_airflow,,Vertical airflow,Flux d’air vertical,
cr_climate_horizontal_airflow,,Horizontal airflow,Flux d’air horizontal,
cr_climate_preset,,Preset,Préréglage,
cr_fan_speed,,Fan speed,Vitesse du ventilateur,
cr_speed,,Speed,Vitesse,
cr_lower_target,,Lower target,Réduire la consigne,
cr_raise_target,,Raise target,Augmenter la consigne,
cr_climate_temperature,,Temperature,Température,
cr_climate_all_temperature_sensors,,All temperature sensors,Tous les capteurs de température,
cr_climate_outside,,Outside,Extérieur,
cr_climate_outside_summary,,"Outdoor temperature, humidity, and pressure","Température, humidité et pression extérieures",
cr_climate_humidity,,Humidity,Humidité,
cr_climate_all_humidity_sensors,,All humidity sensors,Tous les capteurs d’humidité,
cr_climate_air_pressure,,Air pressure,Pression atmosphérique,
cr_climate_all_pressure_sensors,,All air-pressure sensors,Tous les capteurs de pression atmosphérique,
cr_climate_co2,,CO₂,CO₂,
cr_climate_carbon_dioxide_sensors,,Carbon-dioxide sensors,Capteurs de dioxyde de carbone,
cr_climate_air_quality,,Air quality,Qualité de l’air,
cr_climate_air_quality_summary,,"Particulates, AQI, VOCs, and gases","Particules, IQA, COV et gaz",
cr_climate_entities,,Climate entities,Entités de climatisation,
cr_climate_settings,,Climate settings,Paramètres de climatisation,
cr_empty_climate_view,,No climate data is available yet.,Aucune donnée climatique n’est encore disponible.,
cr_climate_fans,,Fans,Ventilateurs,
cr_climate_air_purifiers,,Air purifiers,Purificateurs d’air,
cr_climate_humidifiers,,Humidifiers,Humidificateurs,
cr_temperature_sensors,,Temperature sensors,Capteurs de température,
cr_devices_active,,Devices active,Appareils actifs,
cr_active_of_total,,%1$d of %2$d active,%1$d actifs sur %2$d,app fills in %1$d %2$d — keep them
cr_no_search_active,,No active search · %1$s,Aucune recherche active · %1$s,app fills in %1$s — keep them
cr_collapse_search,,Collapse search,Réduire la recherche,
cr_expand_search,,Expand search,Développer la recherche,
cr_custom_order,,Custom order,Ordre personnalisé,
cr_name_a_z,,Name A–Z,Nom A–Z,
cr_name_z_a,,Name Z–A,Nom Z–A,
cr_climate_device,,Climate device,Appareil de climatisation,
cr_climate_device_subtitle,,"Name, icon, card style, and width","Nom, icône, style de carte et largeur",
cr_widget_requires_f1,,"Needs the F1 Sensor integration, which was not found on your Home Assistant","Nécessite l'intégration du capteur F1, introuvable sur votre Home Assistant",don't translate Home Assistant
cr_widget_requires_parcels,,"Needs a parcel integration, and none was found on your Home Assistant","Nécessite une intégration de colis, et aucune n'a été trouvée sur votre Home Assistant",don't translate Home Assistant
cr_widget_requires_waste,,"Needs a waste collection integration, and none was found on your Home Assistant","Nécessite une intégration de collecte des déchets, et aucune n'a été trouvée sur votre Home Assistant",don't translate Home Assistant
cr_people_here_title,,Who is here,Qui est ici,
cr_people_here_empty,,Nobody is being tracked in this room right now.,Personne n'est suivi dans cette pièce pour le moment.,
cr_people_here_unknown_room,,Room unknown,Chambre inconnue,
cr_button_exclude_counters,,Leave out of counters,Laisser hors des comptoirs,
cr_button_exclude_counters_hint,,"Keep the button, but stop it counting towards this room’s Lights and Devices totals","Gardez le bouton, mais arrêtez-le de compter dans le total des lumières et des appareils de cette pièce.",
cr_count_with_average,,%1$s · avg %2$s%3$s,%1$s · moy. %2$s%3$s,app fills in %1$s %2$s %3$s — keep them
cr_outside_temperature,,Outside temperature,Température extérieure,
cr_outside_humidity,,Outside humidity,Humidité extérieure,
cr_outside_pressure,,Outside pressure,Pression extérieure,
cr_outside_air_pressure,,Outside air pressure,Pression atmosphérique extérieure,
cr_no_sensors_found_for,,No %1$s sensors found.,Aucun capteur %1$s trouvé.,app fills in %1$s — keep them
cr_climate_control,,Climate control,Commande de climatisation,
cr_thermostat_dial,,Thermostat dial,Cadran du thermostat,
cr_width_third,,Third,Un tiers,
cr_width_half,,Half,Moitié,
cr_width_full,,Full,Pleine largeur,
cr_select_item,,Select %1$s,Sélectionner %1$s,app fills in %1$s — keep them
cr_set_outdoor_sensors,,"Set outdoor temperature, humidity, and pressure","Définir la température, l’humidité et la pression extérieures",
cr_auto_discovered_device_class,,Discovered automatically by device class,Détectés automatiquement selon leur classe d’appareil,
cr_auto_discovered_climate_devices,,Climate devices discovered automatically,Appareils de climatisation détectés automatiquement,
cr_pick_fan_entities_as_purifiers,,Choose fan entities to use as air purifiers,Choisir les entités ventilateur à utiliser comme purificateurs d’air,
cr_auto_discovered_humidifier_devices,,Humidifier devices discovered automatically,Humidificateurs détectés automatiquement,
cr_removed_entities,,Removed entities,Entités supprimées,
cr_entities_removed_edit_mode,,Entities removed in edit mode,Entités supprimées en mode édition,
cr_card_indoor_climate_overview,,Indoor climate overview,Vue d’ensemble du climat intérieur,
cr_card_sensor_device_tiles,,Sensor and device tiles,Tuiles de capteurs et d’appareils,
cr_card_thermostats_ac,,Thermostats and AC,Thermostats et climatiseurs,
